,alg,cl,FL,N,Fn,Cn,Mu,OR,CIl,CIu,Fe,Fc,pval,padj,palt,paltadj,overlapGenes
56,spectral,56,TRUE,4843,191,126,5,0.006598637791296131,-0.8998065541226615,0.9130038297052537,1.0061913072384276,1.5252582514487276,0.5597518355067983,0.5597518355067983,0.62166876225265,0.62166876225265,"3329, 55157, 257194, 4695, 23438"
57,spectral,57,TRUE,4843,191,93,6,0.5316693185242153,-0.30858655162338755,1.3719251886718182,1.6358723188650566,3.3596947624002773,0.1596037608723141,0.1596037608723141,0.926998138349487,0.926998138349487,"2107, 4157, 122402, 8943, 9529, 9628"
62,spectral,62,TRUE,4843,191,57,2,-0.12277382392593994,-1.541156309045417,1.2956086611935371,0.8896849453476624,2.9812249923053242,0.6646561511081333,0.6646561511081333,0.6082294259359787,0.6082294259359787,"29965, 94030"
63,spectral,63,TRUE,4843,191,87,4,0.16339477803197766,-0.8505423253085854,1.1773318813725409,1.1657940663176267,2.5593869731800765,0.4511065602047035,0.4511065602047035,0.7416234430795738,0.7416234430795738,"1191, 3313, 1182, 9881"
64,spectral,64,TRUE,4843,191,33,3,0.8995557350103311,-0.29620839915822006,2.0953198691788826,2.305092812946216,13.341597796143251,0.13932803479999378,0.13932803479999378,0.960739947582678,0.960739947582678,"22980, 488, 54805"
71,spectral,71,TRUE,4843,191,82,5,0.468247794576837,-0.44810604893604983,1.384601638089724,1.5460988379517302,3.601279000594884,0.22137683579265452,0.22137683579265452,0.8966204160173711,0.8966204160173711,"3336, 56144, 2053, 381, 9842"
73,spectral,73,TRUE,4843,191,159,3,-0.7767422898378495,-1.9284573002943175,0.3749727206186184,0.4784154894794033,0.5747003678651952,0.9547116762092477,0.9547116762092477,0.11943151803656758,0.11943151803656758,"26354, 22978, 55735"
74,spectral,74,TRUE,4843,191,34,3,0.8665495322232806,-0.32748618405178775,2.0605852484983487,2.2372959655066214,12.568339100346021,0.14863353170642601,0.14863353170642601,0.9568287665664739,0.9568287665664739,"2923, 1996, 129285"
76,spectral,76,TRUE,4843,191,34,4,1.1925711534374746,0.1390875018389499,2.246054805035999,2.9830612873421622,16.757785467128027,0.04317123343352621,0.04317123343352621,0.9900738052042096,0.9900738052042096,"25843, 23505, 6801, 79684"
77,spectral,77,TRUE,4843,191,465,16,-0.15566630442087037,-0.6767439529571718,0.3654113441154311,0.8724652367280302,0.35836744132269627,0.7567185038119268,0.7567185038119268,0.3315465694914216,0.3315465694914216,"1838, 23368, 127703, 8379, 22866, 4236, 10529, 340371, 23334, 26051, 22864, 27132, 57459, 779, 4978, 64506"
94,spectral,94,TRUE,4843,191,12,1,0.7977657942823192,-1.254521481818252,2.85005307038289,2.113001745200698,33.63194444444444,0.3833205872333749,0.3833205872333749,0.9212321415020492,0.9212321415020492,5685
98,spectral,98,TRUE,4843,191,28,1,-0.10362928821828968,-2.1048616697937326,1.897603093357153,0.9055721765145849,6.177295918367347,0.6769204232968606,0.6769204232968606,0.696664349937386,0.696664349937386,23228
99,spectral,99,TRUE,4843,191,408,17,0.06270963835623339,-0.4459958440667883,0.571415120779255,1.056500872600349,0.49458741830065356,0.4433950811651586,0.4433950811651586,0.656718639613709,0.656718639613709,"3831, 284403, 26058, 26523, 10120, 1152, 7840, 23196, 23019, 192669, 80212, 5096, 1636, 60412, 6494, 79718, 51441"
