,alg,cl,FL,N,Fn,Cn,Mu,OR,CIl,CIu,Fe,Fc,pval,padj,palt,paltadj,overlapGenes
65,wt,65,TRUE,4843,191,7,1,1.4049783719418134,-0.7170283377204589,3.526985081604086,3.6222887060583395,98.83673469387755,0.2456041858471506,0.2456041858471506,0.9714916392760431,0.9714916392760431,2053
74,wt,74,TRUE,4843,191,3,1,2.5044512458609707,0.09957181064887344,4.909330681073068,8.452006980802793,538.1111111111111,0.11373283074381912,0.11373283074381912,0.995478155919362,0.995478155919362,7223
76,wt,76,TRUE,4843,191,2,1,3.197813457063611,0.42216129580898576,5.973465618318237,12.678010471204189,1210.75,0.07732916852275906,0.07732916852275906,0.9984524392227381,0.9984524392227381,64101
78,wt,78,TRUE,4843,191,5,1,1.8108738652513703,-0.38526944823992326,4.007017178742664,5.071204188481675,193.72,0.18230876313300737,0.18230876313300737,0.9856979346311876,0.9856979346311876,488
90,wt,90,TRUE,4843,191,3,1,2.5044512458609707,0.09957181064887344,4.909330681073068,8.452006980802793,538.1111111111111,0.11373283074381912,0.11373283074381912,0.995478155919362,0.995478155919362,2823
109,wt,109,TRUE,4843,191,3,1,2.5044512458609707,0.09957181064887344,4.909330681073068,8.452006980802793,538.1111111111111,0.11373283074381912,0.11373283074381912,0.995478155919362,0.995478155919362,57502
110,wt,110,TRUE,4843,191,4,1,2.098771060861989,-0.16908665269598178,4.36662877441996,6.3390052356020945,302.6875,0.14870742358016842,0.14870742358016842,0.9911909477652288,0.9911909477652288,140803
123,wt,123,TRUE,4843,191,4,1,2.098771060861989,-0.16908665269598178,4.36662877441996,6.3390052356020945,302.6875,0.14870742358016842,0.14870742358016842,0.9911909477652288,0.9911909477652288,9912
126,wt,126,TRUE,4843,191,2,1,3.197813457063611,0.42216129580898576,5.973465618318237,12.678010471204189,1210.75,0.07732916852275906,0.07732916852275906,0.9984524392227381,0.9984524392227381,11141
127,wt,127,TRUE,4843,191,2,1,3.197813457063611,0.42216129580898576,5.973465618318237,12.678010471204189,1210.75,0.07732916852275906,0.07732916852275906,0.9984524392227381,0.9984524392227381,779
129,wt,129,TRUE,4843,191,3,1,2.5044512458609707,0.09957181064887344,4.909330681073068,8.452006980802793,538.1111111111111,0.11373283074381912,0.11373283074381912,0.995478155919362,0.995478155919362,6444
141,wt,141,TRUE,4843,191,3,2,3.8962376947244,1.4913360545663297,6.30113933488247,16.904013961605585,1076.2222222222222,0.004521844080638115,0.004521844080638115,0.9999395808744262,0.9999395808744262,"1983, 4900"
161,wt,161,TRUE,4843,191,2,1,3.197813457063611,0.42216129580898576,5.973465618318237,12.678010471204189,1210.75,0.07732916852275906,0.07732916852275906,0.9984524392227381,0.9984524392227381,9556
225,wt,225,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,462
257,wt,257,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,257194
278,wt,278,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,348980
291,wt,291,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,340371
295,wt,295,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,23334
310,wt,310,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,57795
313,wt,313,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,27132
347,wt,347,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,577
470,wt,470,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,399909
480,wt,480,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,152330
509,wt,509,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,54805
574,wt,574,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,79684
582,wt,582,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,56138
601,wt,601,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,8120
613,wt,613,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,6494
730,wt,730,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,9651
735,wt,735,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,64478
761,wt,761,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,57476
767,wt,767,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,9881
797,wt,797,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,94030
817,wt,817,TRUE,4843,191,1,1,Infinity,NaN,Infinity,25.356020942408378,4843.0,0.03943836465001016,0.03943836465001016,1.0,1.0,64506
