,alg,cl,FL,N,Fn,Cn,Mu,OR,CIl,CIu,Fe,Fc,pval,padj,palt,paltadj,overlapGenes
33,sgG2,33,TRUE,4843,191,90,3,-0.1775639997873544,-1.337721416318386,0.9825934167436772,0.8452006980802791,1.7937037037037036,0.6964451282562415,0.6964451282562415,0.5225897980177937,0.5225897980177937,"41, 9093, 3313"
35,sgG2,35,TRUE,4843,191,39,2,0.27754939979303095,-1.152760136282158,1.70785893586822,1.3003087662773527,6.368178829717291,0.45909761013233885,0.45909761013233885,0.8021769006842198,0.8021769006842198,"8452, 8883"
36,sgG2,36,TRUE,4843,191,39,3,0.7159351955699859,-0.470871748587126,1.9027421397270978,1.950463149416029,9.552268244575938,0.19782309931578024,0.19782309931578024,0.9341160004921483,0.9341160004921483,"5792, 5789, 11141"
39,sgG2,39,TRUE,4843,191,49,4,0.7838554194309012,-0.2491722016480301,1.8168830405098326,2.0698792606047656,8.068304872969597,0.1261240051964414,0.1261240051964414,0.9575823335413345,0.9575823335413345,"8204, 775, 783, 9839"
40,sgG2,40,TRUE,4843,191,264,14,0.33126094126558997,-0.2276156542652618,0.8901375367964417,1.344637474218626,0.972824839302112,0.1570096881144174,0.1570096881144174,0.9038063526526171,0.9038063526526171,"284403, 26058, 26523, 1152, 7840, 23196, 23019, 11311, 5096, 1636, 60412, 6494, 79718, 51441"
42,sgG2,42,TRUE,4843,191,108,5,0.17162495806126737,-0.737833861300407,1.0810837774229418,1.1738898584448323,2.076045953360768,0.42317561241907276,0.42317561241907276,0.7473947289471345,0.7473947289471345,"2913, 63967, 55215, 152330, 779"
43,sgG2,43,TRUE,4843,191,320,7,-0.6398296132954748,-1.4032673046555635,0.12360807806461382,0.5546629581151832,0.331064453125,0.973956114133137,0.973956114133137,0.05593227897913907,0.05593227897913907,"25791, 3329, 55157, 4695, 55735, 63826, 23438"
44,sgG2,44,TRUE,4843,191,88,3,-0.153869117467157,-1.3144740609697458,1.006735826035432,0.8644098048548309,1.8761621900826444,0.6817130090288981,0.6817130090288981,0.540076673154604,0.540076673154604,"1783, 10120, 488"
45,sgG2,45,TRUE,4843,191,50,3,0.4469206728175091,-0.7293181506232131,1.6231594962582312,1.5213612565445025,5.8116,0.315432430144291,0.315432430144291,0.8668811080326868,0.8668811080326868,"25843, 6801, 79684"
46,sgG2,46,TRUE,4843,191,106,6,0.3895554339678056,-0.447279083008627,1.2263899509442382,1.43524646843821,2.5861516553933783,0.23935842039062363,0.23935842039062363,0.8762025133787308,0.8762025133787308,"5685, 2053, 22978, 23334, 57795, 27132"
47,sgG2,47,TRUE,4843,191,201,6,-0.29936474146746084,-1.1249521141629772,0.5262226312280556,0.7568961475345783,0.7192396227816142,0.8132886911224801,0.8132886911224801,0.31246384888522216,0.31246384888522216,"3336, 403, 56144, 6137, 9842, 94030"
