,alg,cl,FL,N,Fn,Cn,Mu,OR,CIl,CIu,Fe,Fc,pval,padj,palt,paltadj,overlapGenes
1,sgG2,1,TRUE,4843,191,238,5,-0.6736785097140614,-1.5716376702792794,0.22428065085115656,0.5326895155968147,0.4274945272226538,0.9630583568010795,0.9630583568010795,0.08431333885896433,0.08431333885896433,"1958, 399909, 51780, 29789, 9745"
2,sgG2,2,TRUE,4843,191,75,4,0.3221784611107307,-0.6956078386373795,1.339964760858841,1.3523211169284468,3.4439111111111114,0.34295912393645295,0.34295912393645295,0.8272328263332573,0.8272328263332573,"2823, 129285, 10690, 8448"
5,sgG2,5,TRUE,4843,191,13,3,2.002485819678497,0.7040425401287365,3.3009290992282576,5.851389448248087,85.97041420118343,0.012889654911008382,0.012889654911008382,0.9987334059975883,0.9987334059975883,"23293, 7223, 9162"
6,sgG2,6,TRUE,4843,191,4,1,2.098771060861989,-0.16908665269598178,4.36662877441996,6.3390052356020945,302.6875,0.14870742358016842,0.14870742358016842,0.9911909477652288,0.9911909477652288,64101
7,sgG2,7,TRUE,4843,191,289,14,0.23025533656575342,-0.3273745479662105,0.7878852210977174,1.2283193536114785,0.8117958357778283,0.2484209760383253,0.2484209760383253,0.8344414969693646,0.8344414969693646,"1838, 23368, 26505, 127703, 8379, 4236, 10645, 10529, 340371, 26051, 6687, 22864, 57459, 64506"
8,sgG2,8,TRUE,4843,191,41,1,-0.4994866448854729,-2.4891328206842225,1.4901595309132767,0.6184395351806922,2.8810232004759073,0.8092351609287548,0.8092351609287548,0.5146762559764755,0.5146762559764755,1996
9,sgG2,9,TRUE,4843,191,206,11,0.33417003629096925,-0.29124264645603043,0.9595827190379689,1.353962283332486,1.2553727966820623,0.18840999008207782,0.18840999008207782,0.8880427407323214,0.8880427407323214,"7531, 4750, 4140, 4192, 4137, 2911, 5970, 5595, 56924, 4208, 1630"
10,sgG2,10,TRUE,4843,191,327,8,-0.5212202922065202,-1.2382430074895634,0.19580242307652296,0.6203307875818563,0.3623338851013289,0.9521039881313196,0.9521039881313196,0.09211923167711984,0.09211923167711984,"4905, 6536, 57502, 10381, 1500, 25921, 23478, 92521"
12,sgG2,12,TRUE,4843,191,65,2,-0.26031714649639626,-1.6755700694668911,1.1549357764740986,0.7801852597664116,2.292544378698225,0.7337349024252344,0.7337349024252344,0.5238503133412417,0.5238503133412417,"26354, 80212"
13,sgG2,13,TRUE,4843,191,56,1,-0.821198061586729,-2.804251741025639,1.1618556178521806,0.45278608825729244,1.5443239795918366,0.8963191239007061,0.8963191239007061,0.3449187814197305,0.3449187814197305,577
14,sgG2,14,TRUE,4843,191,292,9,-0.26993957843237776,-0.9499439761635975,0.4100648192988419,0.7815211934303953,0.5112005066616626,0.8242905828909477,0.8242905828909477,0.2746064908616003,0.2746064908616003,"58155, 6733, 23451, 27044, 51474, 9858, 9651, 64478, 57476"
15,sgG2,15,TRUE,4843,191,16,1,0.48674861112876455,-1.5427227684960214,2.5162199907535503,1.5847513089005236,18.91796875,0.4752396556439261,0.4752396556439261,0.8706019687580926,0.8706019687580926,23113
16,sgG2,16,TRUE,4843,191,200,11,0.3667678714777877,-0.2591436862403986,0.992679429195974,1.3945811518324607,1.331825,0.164562376100081,0.164562376100081,0.9048868723745459,0.9048868723745459,"6622, 64219, 7322, 7323, 1983, 29965, 22905, 23505, 4900, 381, 9779"
17,sgG2,17,TRUE,4843,191,112,4,-0.10538252245792845,-1.1140247327652322,0.9032596878493752,0.9055721765145849,1.5443239795918366,0.6513175574902983,0.6513175574902983,0.5454489842690695,0.5454489842690695,"5142, 257194, 4978, 9344"
18,sgG2,18,TRUE,4843,191,74,2,-0.39581167640752174,-1.8083697314176717,1.0167463786026283,0.6852978633083345,1.7688093498904311,0.7966745204833205,0.7966745204833205,0.4358637628194211,0.4358637628194211,"57670, 64786"
19,sgG2,19,TRUE,4843,191,305,17,0.3923419116587026,-0.11978484384773969,0.9044686671651448,1.4132864131834177,0.8850416554689601,0.09143934884244184,0.09143934884244184,0.9458130608532083,0.9458130608532083,"29763, 9228, 2903, 23513, 85358, 462, 2185, 348980, 124044, 9472, 3745, 8525, 9758, 9568, 56138, 8120, 54497"
20,sgG2,20,TRUE,4843,191,118,2,-0.8823891801984737,-2.287768161429331,0.5229898010323838,0.429763066820481,0.6956334386670496,0.951236606064648,0.951236606064648,0.14823733791749402,0.14823733791749402,"2923, 6847"
21,sgG2,21,TRUE,4843,191,80,1,-1.1885472009694524,-3.1662445632315963,0.7891501612926912,0.3169502617801047,0.75671875,0.9610728336626349,0.9610728336626349,0.1689965084836454,0.1689965084836454,5119
22,sgG2,22,TRUE,4843,191,52,2,-0.026376569332531984,-1.4472188172328118,1.3944656785677478,0.9752315747080146,3.5821005917159767,0.6146124774110796,0.6146124774110796,0.6626724443517613,0.6626724443517613,"392, 9912"
25,sgG2,25,TRUE,4843,191,283,10,-0.12080806665534141,-0.7691392954122114,0.5275231621015286,0.8959724714631935,0.6047022687260423,0.6881584083646081,0.6881584083646081,0.43398501030412945,0.43398501030412945,"1813, 3163, 10100, 65009, 10827, 493856, 51075, 51308, 9556, 94097"
28,sgG2,28,TRUE,4843,191,194,12,0.49865784447806455,-0.10430309662800002,1.101618785584129,1.5684136665407242,1.544159846955043,0.07992504155542078,0.07992504155542078,0.9584026439224522,0.9584026439224522,"3831, 2107, 22980, 1182, 4157, 192669, 122402, 57538, 54805, 8943, 9529, 9628"
29,sgG2,29,TRUE,4843,191,239,10,0.06493953604230711,-0.5854668031036133,0.7153458751882275,1.0609213783434466,0.8478493023581519,0.4709106980854385,0.4709106980854385,0.6579248304282181,0.6579248304282181,"23228, 1191, 22866, 23040, 22891, 23046, 9640, 7812, 9892, 9881"
30,sgG2,30,TRUE,4843,191,54,3,0.3643736432693033,-0.8091372493119074,1.5378845358505142,1.4086678301337987,4.982510288065844,0.3591875685851478,0.3591875685851478,0.8373977981057156,0.8373977981057156,"10769, 51678, 6444"
31,sgG2,31,TRUE,4843,191,6,1,1.5875151444903919,-0.5644527063964411,3.739482995377225,4.226003490401396,134.52777777777777,0.21459049654383744,0.21459049654383744,0.9790999039211427,0.9790999039211427,140803
