,alg,cl,FL,N,Fn,Cn,Mu,OR,CIl,CIu,Fe,Fc,pval,padj,palt,paltadj,overlapGenes
1,sgG5,1,TRUE,4843,191,29,3,1.043521630608063,-0.16045164928759736,2.2474949105037236,2.6230366492146593,17.275862068965516,0.10432320076960468,0.10432320076960468,0.9742751011885296,0.9742751011885296,"5792, 5789, 11141"
4,sgG5,4,TRUE,4843,191,44,4,0.9027231715403173,-0.1354561352319713,1.9409024783126059,2.3050928129462163,10.006198347107437,0.09368001125193842,0.09368001125193842,0.9717479807521004,0.9717479807521004,"41, 22978, 57795, 2913"
5,sgG5,5,TRUE,4843,191,36,3,0.8035962748022856,-0.3872904504032484,1.9944830000078195,2.1130017452006977,11.210648148148147,0.16781646461674463,0.16781646461674463,0.9483718805755439,0.9483718805755439,"340371, 23505, 779"
10,sgG5,10,TRUE,4843,191,36,2,0.36275663079858217,-1.0707516658257252,1.7962649274228895,1.4086678301337987,7.473765432098765,0.41836453485165637,0.41836453485165637,0.8321835353832554,0.8321835353832554,"22980, 6494"
12,sgG5,12,TRUE,4843,191,21,1,0.19798767353835398,-1.8156479211846848,2.2116232682613925,1.2074295686861132,10.981859410430838,0.5712002145289348,0.5712002145289348,0.8001115168019031,0.8001115168019031,9093
13,sgG5,13,TRUE,4843,191,51,3,0.4256500847720428,-0.7498647446049382,1.6011649141490238,1.491530643671081,5.585928489042676,0.3263800861439907,0.3263800861439907,0.8597300658509067,0.8597300658509067,"6536, 57502, 92521"
14,sgG5,14,TRUE,4843,191,28,1,-0.10362928821828968,-2.1048616697937326,1.897603093357153,0.9055721765145849,6.177295918367347,0.6769204232968606,0.6769204232968606,0.696664349937386,0.696664349937386,10381
15,sgG5,15,TRUE,4843,191,52,2,-0.026376569332531984,-1.4472188172328118,1.3944656785677478,0.9752315747080146,3.5821005917159767,0.6146124774110796,0.6146124774110796,0.6626724443517613,0.6626724443517613,"25791, 94030"
16,sgG5,16,TRUE,4843,191,43,2,0.17402813100270073,-1.2527362591645907,1.6007925211699923,1.1793498112748082,5.238507301243915,0.5107518036106871,0.5107518036106871,0.760404176793213,0.760404176793213,"64786, 9779"
17,sgG5,17,TRUE,4843,191,218,5,-0.5794165221544908,-1.4782351158271547,0.319402071518173,0.5815601133579903,0.5095320259237438,0.937902597363485,0.937902597363485,0.13136046407442983,0.13136046407442983,"3329, 55157, 4695, 55735, 23438"
18,sgG5,18,TRUE,4843,191,45,1,-0.5956645037030202,-2.583115564442144,1.3917865570361034,0.5634671320535195,2.391604938271605,0.8378310489233599,0.8378310489233599,0.46465205318248215,0.46465205318248215,23451
19,sgG5,19,TRUE,4843,191,30,3,1.005565109780357,-0.19613346872600967,2.207263688286724,2.5356020942408377,16.143333333333334,0.11271529200485218,0.11271529200485218,0.9712056203476218,0.9712056203476218,"775, 783, 9839"
20,sgG5,20,TRUE,4843,191,36,2,0.36275663079858217,-1.0707516658257252,1.7962649274228895,1.4086678301337987,7.473765432098765,0.41836453485165637,0.41836453485165637,0.8321835353832554,0.8321835353832554,"22866, 10645"
21,sgG5,21,TRUE,4843,191,37,1,-0.39325920242866075,-2.3855850528310087,1.599066647973687,0.6852978633083345,3.5376186997808623,0.7756278106964868,0.7756278106964868,0.5678813448078305,0.5678813448078305,2823
22,sgG5,22,TRUE,4843,191,29,2,0.5947949494424993,-0.8488940834255987,2.0384839823105976,1.7486910994764397,11.517241379310343,0.31807731297320785,0.31807731297320785,0.8956767992303953,0.8956767992303953,"9344, 64506"
23,sgG5,23,TRUE,4843,191,27,1,-0.06567276739058367,-2.068271886082243,1.9369263513010755,0.9391118867558659,6.643347050754458,0.6635781099670661,0.6635781099670661,0.7114603005171185,0.7114603005171185,6444
25,sgG5,25,TRUE,4843,191,83,1,-1.2264748355364887,-3.2037225035203685,0.7507728324473912,0.30549422822178773,0.7030047902453187,0.9655714858616353,0.9655714858616353,0.15385854359908543,0.15385854359908543,11311
28,sgG5,28,TRUE,4843,191,123,5,0.032366445322708715,-0.8744835879286016,0.939216478574019,1.0307325586344869,1.6005684447088373,0.5379888176515812,0.5379888176515812,0.6430996127702844,0.6430996127702844,"1152, 7840, 23019, 124044, 60412"
31,sgG5,31,TRUE,4843,191,34,2,0.42381424677636087,-1.0121549176131261,1.8597834111658478,1.4915306436710811,8.378892733564014,0.39037027789644085,0.39037027789644085,0.851366468293574,0.851366468293574,"8452, 8883"
32,sgG5,32,TRUE,4843,191,27,1,-0.06567276739058367,-2.068271886082243,1.9369263513010755,0.9391118867558659,6.643347050754458,0.6635781099670661,0.6635781099670661,0.7114603005171185,0.7114603005171185,79718
