,alg,cl,FL,N,Fn,Cn,Mu,OR,CIl,CIu,Fe,Fc,pval,padj,palt,paltadj,overlapGenes
50,spectral,50,TRUE,3026,132,43,2,0.06816701461355516,-1.3620059968257676,1.4983400260528779,1.066243833685694,3.2731206057328284,0.5666865833038917,0.5666865833038917,0.7114039149045506,0.7114039149045506,"1983, 6847"
51,spectral,51,TRUE,3026,132,76,6,0.6528919188403508,-0.199748624119517,1.5055324618002186,1.8098086124401915,3.1433518005540164,0.11171403655958005,0.11171403655958005,0.9542138881296729,0.9542138881296729,"1191, 775, 10645, 2185, 192669, 4900"
53,spectral,53,TRUE,3026,132,33,1,-0.38165726588448184,-2.379735710031978,1.616421178263014,0.6946740128558311,2.7786960514233243,0.7723356796075455,0.7723356796075455,0.5741722797319139,0.5741722797319139,8452
54,spectral,54,TRUE,3026,132,108,4,-0.1763299271256879,-1.1905921610184746,0.8379323067670987,0.8490460157126823,1.0377229080932784,0.7028819169884668,0.7028819169884668,0.48732153077621293,0.48732153077621293,"2107, 9628, 9529, 8943"
58,spectral,58,TRUE,3026,132,83,2,-0.626829616078219,-2.0407403590754276,0.7870811269189897,0.552391383716685,0.8785019596458122,0.8853397701209751,0.8853397701209751,0.2888727625988002,0.2888727625988002,"5685, 26051"
63,spectral,63,TRUE,3026,132,195,7,-0.21561874234620373,-0.9911098787030118,0.5598723940106044,0.822921522921523,0.5570545693622616,0.7592629372800823,0.7592629372800823,0.3739650766916464,0.3739650766916464,"25791, 3329, 55157, 3313, 55735, 23438, 4695"
64,spectral,64,TRUE,3026,132,52,6,1.0812084383193483,0.21194583390206934,1.9504710427366274,2.645104895104895,6.714497041420119,0.02406131101631078,0.02406131101631078,0.9933625386218157,0.9933625386218157,"2923, 2053, 129285, 381, 3336, 9842"
70,spectral,70,TRUE,3026,132,50,3,0.3426733698744165,-0.8377497316872757,1.5230964714361086,1.3754545454545455,3.6311999999999998,0.37357988940901876,0.37357988940901876,0.8281222310944023,0.8281222310944023,"488, 51678, 23196"
71,spectral,71,TRUE,3026,132,14,1,0.5257460544218402,-1.5157647363997935,2.567256845243474,1.6374458874458873,15.43877551020408,0.46516857307959825,0.46516857307959825,0.8778958062848247,0.8778958062848247,5142
75,spectral,75,TRUE,3026,132,5,1,1.7075200967854356,-0.49080982936216055,3.9058500229330315,4.584848484848485,121.04,0.20001381575394683,0.20001381575394683,0.9826819910288889,0.9826819910288889,5119
77,spectral,77,TRUE,3026,132,11,1,0.7891510822096424,-1.273957550333648,2.8522597147529325,2.0840220385674932,25.008264462809915,0.3882630159138303,0.3882630159138303,0.9197266168507738,0.9197266168507738,257194
78,spectral,78,TRUE,3026,132,38,1,-0.5285878336146029,-2.5226030906018915,1.4654274233726854,0.6032695374800638,2.095567867036011,0.8183298135489133,0.8183298135489133,0.5006263135909713,0.5006263135909713,1996
80,spectral,80,TRUE,3026,132,29,1,-0.24672922498823827,-2.249094225577538,1.7556357756010612,0.7904911180773251,3.5980975029726516,0.727363793349054,0.727363793349054,0.6367853340270181,0.6367853340270181,22866
