"EntrezID_Human"	"go_name"
6147	"synapse (GO:0045202)"
6147	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6147	"translation at presynapse (GO:0140236)"
6147	"translation at postsynapse (GO:0140242)"
6152	"translation at presynapse (GO:0140236)"
6152	"synapse (GO:0045202)"
6152	"translation at postsynapse (GO:0140242)"
6152	"synapse (GO:0045202)"
6152	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6152	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6154	"translation at presynapse (GO:0140236)"
6154	"synapse (GO:0045202)"
6154	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6154	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6154	"translation at postsynapse (GO:0140242)"
6155	"translation at presynapse (GO:0140236)"
6155	"synapse (GO:0045202)"
6155	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6155	"translation at postsynapse (GO:0140242)"
6155	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6157	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6157	"translation at postsynapse (GO:0140242)"
6157	"synapse (GO:0045202)"
6157	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6157	"translation at presynapse (GO:0140236)"
6158	"translation at postsynapse (GO:0140242)"
6158	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6158	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6158	"translation at presynapse (GO:0140236)"
6158	"synapse (GO:0045202)"
6159	"translation at presynapse (GO:0140236)"
6159	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6159	"translation at postsynapse (GO:0140242)"
6159	"synapse (GO:0045202)"
6159	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6122	"synapse (GO:0045202)"
6156	"synapse (GO:0045202)"
6156	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6156	"postsynaptic density (GO:0014069)"
6156	"postsynaptic density (GO:0014069)"
6160	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6160	"synapse (GO:0045202)"
6161	"translation at presynapse (GO:0140236)"
6161	"synapse (GO:0045202)"
6161	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6161	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6161	"translation at postsynapse (GO:0140242)"
6164	"translation at presynapse (GO:0140236)"
6164	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6164	"synapse (GO:0045202)"
6164	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6164	"translation at postsynapse (GO:0140242)"
11224	"translation at presynapse (GO:0140236)"
11224	"synapse (GO:0045202)"
11224	"presynaptic ribosome(SYNGO:presyn_ribosome)"
11224	"translation at postsynapse (GO:0140242)"
11224	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6165	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6165	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6165	"translation at postsynapse (GO:0140242)"
6165	"synapse (GO:0045202)"
6165	"translation at presynapse (GO:0140236)"
25873	"synapse (GO:0045202)"
25873	"presynaptic ribosome(SYNGO:presyn_ribosome)"
25873	"translation at postsynapse (GO:0140242)"
25873	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
25873	"translation at presynapse (GO:0140236)"
6173	"translation at presynapse (GO:0140236)"
6173	"synapse (GO:0045202)"
6173	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6173	"translation at postsynapse (GO:0140242)"
6173	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6167	"translation at presynapse (GO:0140236)"
6167	"synapse (GO:0045202)"
6167	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6167	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6167	"translation at postsynapse (GO:0140242)"
6168	"translation at postsynapse (GO:0140242)"
6168	"synapse (GO:0045202)"
6168	"translation at presynapse (GO:0140236)"
6168	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6168	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6169	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6169	"translation at postsynapse (GO:0140242)"
6169	"synapse (GO:0045202)"
6169	"synapse (GO:0045202)"
6169	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6169	"postsynaptic density (GO:0014069)"
6169	"translation at presynapse (GO:0140236)"
6124	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6124	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6124	"postsynaptic density (GO:0014069)"
6124	"translation at presynapse (GO:0140236)"
6124	"translation at postsynapse (GO:0140242)"
6125	"postsynaptic density (GO:0014069)"
6125	"translation at postsynapse (GO:0140242)"
6125	"translation at presynapse (GO:0140236)"
6125	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6125	"synapse (GO:0045202)"
6125	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6128	"synapse (GO:0045202)"
6128	"translation at postsynapse (GO:0140242)"
6128	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6128	"postsynaptic density (GO:0014069)"
6128	"translation at presynapse (GO:0140236)"
6128	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6129	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6129	"synapse (GO:0045202)"
6129	"translation at postsynapse (GO:0140242)"
6129	"postsynaptic density (GO:0014069)"
6129	"translation at presynapse (GO:0140236)"
6129	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6130	"translation at postsynapse (GO:0140242)"
6130	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6130	"synapse (GO:0045202)"
6130	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6130	"translation at presynapse (GO:0140236)"
6132	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6132	"postsynapse (GO:0098794)"
6132	"synapse (GO:0045202)"
6132	"postsynaptic density (GO:0014069)"
6132	"synapse (GO:0045202)"
6132	"synapse (GO:0045202)"
6132	"translation at presynapse (GO:0140236)"
6132	"synapse (GO:0045202)"
6132	"translation at postsynapse (GO:0140242)"
6132	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6133	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6133	"synapse (GO:0045202)"
6133	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6133	"translation at presynapse (GO:0140236)"
6133	"translation at postsynapse (GO:0140242)"
6175	"translation at presynapse (GO:0140236)"
6175	"synapse (GO:0045202)"
6175	"postsynapse (GO:0098794)"
6175	"synapse (GO:0045202)"
6175	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6175	"postsynaptic density (GO:0014069)"
6175	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6175	"postsynaptic density (GO:0014069)"
6175	"translation at postsynapse (GO:0140242)"
6176	"synapse (GO:0045202)"
6176	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6181	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6181	"translation at presynapse (GO:0140236)"
6181	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6181	"synapse (GO:0045202)"
6181	"translation at postsynapse (GO:0140242)"
6204	"translation at presynapse (GO:0140236)"
6204	"translation at postsynapse (GO:0140242)"
6204	"synapse (GO:0045202)"
6204	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6204	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6205	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6205	"translation at presynapse (GO:0140236)"
6205	"synapse (GO:0045202)"
6205	"translation at postsynapse (GO:0140242)"
6205	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6206	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6206	"translation at postsynapse (GO:0140242)"
6206	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6206	"translation at presynapse (GO:0140236)"
6206	"synapse (GO:0045202)"
6207	"synapse (GO:0045202)"
6207	"synapse (GO:0045202)"
6207	"synapse (GO:0045202)"
6207	"postsynaptic density (GO:0014069)"
6207	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6207	"translation at postsynapse (GO:0140242)"
6207	"translation at presynapse (GO:0140236)"
6207	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6208	"synapse (GO:0045202)"
6208	"postsynaptic density (GO:0014069)"
6208	"translation at postsynapse (GO:0140242)"
6208	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6208	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6208	"translation at presynapse (GO:0140236)"
6209	"synapse (GO:0045202)"
6209	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6210	"translation at presynapse (GO:0140236)"
6210	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6210	"translation at postsynapse (GO:0140242)"
6210	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6210	"synapse (GO:0045202)"
6217	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6217	"translation at postsynapse (GO:0140242)"
6217	"translation at presynapse (GO:0140236)"
6217	"synapse (GO:0045202)"
6217	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6218	"synapse (GO:0045202)"
6218	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6222	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6222	"postsynaptic density (GO:0014069)"
6222	"synapse (GO:0045202)"
6223	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6223	"postsynaptic density (GO:0014069)"
6223	"synapse (GO:0045202)"
6187	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6187	"synapse (GO:0045202)"
6224	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6224	"synapse (GO:0045202)"
6227	"synapse (GO:0045202)"
6227	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6228	"synapse (GO:0045202)"
6228	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6229	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6229	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6229	"translation at postsynapse (GO:0140242)"
6229	"synapse (GO:0045202)"
6229	"translation at presynapse (GO:0140236)"
6230	"synapse (GO:0045202)"
6230	"postsynaptic density (GO:0014069)"
6231	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6231	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6231	"translation at postsynapse (GO:0140242)"
6231	"translation at presynapse (GO:0140236)"
6231	"synapse (GO:0045202)"
6232	"translation at postsynapse (GO:0140242)"
6232	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6232	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6232	"synapse (GO:0045202)"
6232	"synapse (GO:0045202)"
6232	"postsynaptic density (GO:0014069)"
6232	"translation at presynapse (GO:0140236)"
6232	"presynapse (GO:0098793)"
6233	"translation at postsynapse (GO:0140242)"
6233	"translation at presynapse (GO:0140236)"
6233	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6233	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6233	"synapse (GO:0045202)"
6234	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6234	"translation at presynapse (GO:0140236)"
6234	"translation at postsynapse (GO:0140242)"
6234	"synapse (GO:0045202)"
6234	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6188	"postsynaptic density (GO:0014069)"
6188	"synapse (GO:0045202)"
6188	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6189	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6189	"synapse (GO:0045202)"
6191	"synapse (GO:0045202)"
6193	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6193	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6193	"synapse (GO:0045202)"
6193	"translation at postsynapse (GO:0140242)"
6193	"translation at presynapse (GO:0140236)"
6194	"presynaptic ribosome(SYNGO:presyn_ribosome)"
6194	"postsynaptic ribosome(SYNGO:postsyn_ribosome)"
6195	"synapse (GO:0045202)"
8986	"synapse (GO:0045202)"
9252	"regulation of postsynapse organization (GO:0099175)"
27330	"synapse (GO:0045202)"
6198	"modulation of chemical synaptic transmission (GO:0050804)"
6198	"postsynapse (GO:0098794)"
6198	"synapse (GO:0045202)"
26750	"postsynaptic density (GO:0014069)"
6201	"postsynaptic ribosome"
6201	"synapse (GO:0045202)"
6202	"postsynaptic ribosome"
6203	"postsynaptic ribosome"
6203	"synapse (GO:0045202)"
3921	"synapse (GO:0045202)"
3921	"postsynaptic ribosome"
10313	"presynapse (GO:0098793)"
10313	"synapse (GO:0045202)"
57142	"integral component of postsynaptic density membrane (GO:0099061)"
57142	"modulation of chemical synaptic transmission (GO:0050804)"
57142	"postsynapse (GO:0098794)"
65078	"presynapse (GO:0098793)"
22908	"neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)"
22908	"exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0098967)"
9522	"integral component of synaptic vesicle membrane (GO:0030285)"
192683	"regulation of synaptic vesicle endocytosis (GO:1900242)"
192683	"integral component of synaptic vesicle membrane (GO:0030285)"
192683	"regulation of synaptic vesicle endocytosis (GO:1900242)"
7857	"neuronal dense core vesicle (GO:0098992)"
6336	"integral component of presynaptic membrane (GO:0099056)"
6336	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
6336	"integral component of presynaptic membrane (GO:0099056)"
11280	"integral component of presynaptic membrane (GO:0099056)"
6323	"integral component of presynaptic membrane (GO:0099056)"
6323	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
6326	"integral component of presynaptic membrane (GO:0099056)"
6326	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
6334	"integral component of presynaptic active zone membrane (GO:0099059)"
6334	"integral component of postsynaptic density membrane (GO:0099061)"
23513	"neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)"
23513	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
23513	"extrinsic component of postsynaptic density membrane (GO:0099147)"
23513	"synaptic vesicle endocytosis (GO:0048488)"
9805	"presynapse (GO:0098793)"
9805	"regulation of synaptic vesicle cycle (GO:0098693)"
6386	"presynapse (GO:0098793)"
6386	"presynapse assembly (GO:0099054)"
9554	"synaptic vesicle (GO:0008021)"
10371	"maintenance of synapse structure (GO:0099558)"
10371	"synaptic target recognition (GO:0008039)"
10371	"regulation of synapse organization (GO:0050807)"
6405	"regulation of postsynapse organization (GO:0099175)"
10509	"integral component of postsynaptic density membrane (GO:0099061)"
10505	"integral component of postsynaptic density membrane (GO:0099061)"
55752	"postsynapse (GO:0098794)"
55752	"postsynaptic specialization of symmetric synapse (GO:0099629)"
55752	"regulation of synapse organization (GO:0050807)"
55964	"presynapse (GO:0098793)"
5413	"presynapse (GO:0098793)"
5413	"regulation of synaptic vesicle docking (GO:0099148)"
23157	"presynapse (GO:0098793)"
989	"postsynaptic septin cytoskeleton (GO:0150050)"
989	"postsynapse organization (GO:0099173)"
989	"structural constituent of postsynapse (GO:0099186)"
989	"presynaptic membrane (GO:0042734)"
23176	"presynapse (GO:0098793)"
6421	"dendritic transport of messenger ribonucleoprotein complex (GO:0098963)"
84251	"presynapse (GO:0098793)"
6449	"presynaptic chaperone-mediated protein folding"
6449	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
6455	"presynapse (GO:0098793)"
6455	"postsynaptic density, intracellular component (GO:0099092)"
6455	"synapse (GO:0045202)"
6456	"synapse (GO:0045202)"
6456	"postsynapse (GO:0098794)"
6456	"postsynaptic actin cytoskeleton organization (GO:0098974)"
6456	"synaptic vesicle endocytosis (GO:0048488)"
6456	"synaptic vesicle membrane (GO:0030672)"
6456	"presynaptic cytosol (GO:0099523)"
6457	"postsynaptic endosome (GO:0098845)"
6457	"postsynaptic density, intracellular component (GO:0099092)"
56904	"postsynaptic neurotransmitter receptor endocytosis (GO:0098884)"
56904	"postsynaptic endocytic zone (GO:0098843)"
50944	"modulation of chemical synaptic transmission (GO:0050804)"
50944	"structural constituent of postsynaptic density (GO:0098919)"
50944	"postsynaptic density (GO:0014069)"
22941	"structural constituent of postsynaptic density (GO:0098919)"
22941	"regulation of postsynapse organization (GO:0099175)"
22941	"postsynaptic density (GO:0014069)"
85358	"modulation of chemical synaptic transmission (GO:0050804)"
85358	"structural constituent of postsynaptic density (GO:0098919)"
85358	"postsynaptic density, intracellular component (GO:0099092)"
85358	"regulation of postsynapse organization (GO:0099175)"
85358	"postsynaptic density (GO:0014069)"
388336	"integral component of postsynaptic density membrane (GO:0099061)"
388336	"postsynaptic neurotransmitter receptor diffusion trapping (GO:0098970)"
388336	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
729956	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
729956	"integral component of postsynaptic specialization membrane (GO:0099060)"
729993	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
729993	"integral component of postsynaptic density membrane (GO:0099061)"
26037	"postsynapse (GO:0098794)"
26037	"postsynaptic actin cytoskeleton organization (GO:0098974)"
26037	"regulation of postsynaptic density assembly (GO:0099151)"
22933	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
6500	"regulation of synapse disassembly (GO:1905806)"
201780	"regulation of synaptic vesicle neurotransmitter loading (GO:0099162)"
201780	"integral component of synaptic vesicle membrane (GO:0030285)"
6566	"synapse (GO:0045202)"
9123	"integral component of postsynaptic density membrane (GO:0099061)"
9123	"metabolism"
9194	"integral component of postsynaptic density membrane (GO:0099061)"
57084	"integral component of synaptic vesicle membrane (GO:0030285)"
57084	"synaptic vesicle neurotransmitter loading (GO:0098700)"
57030	"synaptic vesicle neurotransmitter loading (GO:0098700)"
57030	"synaptic vesicle membrane (GO:0030672)"
246213	"integral component of synaptic vesicle membrane (GO:0030285)"
246213	"synaptic vesicle neurotransmitter loading (GO:0098700)"
6570	"synapse (GO:0045202)"
6571	"integral component of synaptic vesicle membrane (GO:0030285)"
6571	"integral component of neuronal dense core vesicle membrane (GO:0099066)"
6571	"postsynapse (GO:0098794)"
6571	"neuronal dense core vesicle (GO:0098992)"
6571	"synaptic vesicle neurotransmitter loading (GO:0098700)"
6572	"integral component of synaptic vesicle membrane (GO:0030285)"
6572	"synaptic vesicle neurotransmitter loading (GO:0098700)"
6505	"integral component of postsynaptic membrane (GO:0099055)"
6505	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
6506	"neurotransmitter reuptake (GO:0098810)"
6506	"integral component of presynaptic membrane (GO:0099056)"
6511	"neurotransmitter uptake (GO:0001504)"
6511	"integral component of presynaptic membrane (GO:0099056)"
6511	"integral component of postsynaptic membrane (GO:0099055)"
6512	"neurotransmitter uptake (GO:0001504)"
6512	"integral component of presynaptic membrane (GO:0099056)"
6512	"integral component of postsynaptic membrane (GO:0099055)"
6582	"integral component of presynaptic membrane (GO:0099056)"
6582	"integral component of synaptic vesicle membrane (GO:0030285)"
2030	"postsynapse (GO:0098794)"
2030	"presynapse (GO:0098793)"
6515	"integral component of synaptic membrane (GO:0099699)"
6517	"regulation of synaptic vesicle budding from presynaptic endocytic zone membrane (GO:0098694)"
6517	"presynapse (GO:0098793)"
7779	"integral component of postsynaptic density membrane (GO:0099061)"
7781	"integral component of synaptic vesicle membrane (GO:0030285)"
7781	"zinc ion import into synaptic vesicle (GO:0099180)"
140679	"synaptic vesicle neurotransmitter loading (GO:0098700)"
140679	"integral component of synaptic vesicle membrane (GO:0030285)"
140679	"synaptic vesicle neurotransmitter loading (GO:0098700)"
6520	"synapse (GO:0045202)"
6529	"integral component of presynaptic membrane (GO:0099056)"
6529	"integral component of postsynaptic membrane (GO:0099055)"
6529	"neurotransmitter reuptake (GO:0098810)"
6529	"integral component of presynaptic membrane (GO:0099056)"
6529	"neurotransmitter reuptake (GO:0098810)"
6538	"synapse (GO:0045202)"
6538	"integral component of postsynaptic membrane (GO:0099055)"
6538	"neurotransmitter uptake (GO:0001504)"
6538	"integral component of presynaptic membrane (GO:0099056)"
388662	"metabolism(SYNGO:metabolism)"
388662	"integral component of synaptic vesicle membrane (GO:0030285)"
6530	"neurotransmitter reuptake (GO:0098810)"
6530	"integral component of presynaptic membrane (GO:0099056)"
6530	"integral component of synaptic vesicle membrane (GO:0030285)"
6531	"neurotransmitter uptake (GO:0001504)"
6531	"integral component of postsynaptic membrane (GO:0099055)"
6531	"integral component of presynaptic membrane (GO:0099056)"
6532	"integral component of postsynaptic membrane (GO:0099055)"
6532	"integral component of presynaptic membrane (GO:0099056)"
6532	"neurotransmitter reuptake (GO:0098810)"
9152	"integral component of presynaptic membrane (GO:0099056)"
9152	"neurotransmitter uptake (GO:0001504)"
9152	"neurotransmitter reuptake (GO:0098810)"
9152	"integral component of presynaptic membrane (GO:0099056)"
6533	"modulation of chemical synaptic transmission (GO:0050804)"
6533	"transport(SYNGO:transport)"
6533	"integral component of postsynaptic membrane (GO:0099055)"
6534	"integral component of synaptic vesicle membrane (GO:0030285)"
6534	"metabolism(SYNGO:metabolism)"
6534	"integral component of presynaptic membrane (GO:0099056)"
6534	"integral component of synaptic vesicle membrane (GO:0030285)"
6534	"metabolism(SYNGO:metabolism)"
6535	"metabolism(SYNGO:metabolism)"
6535	"integral component of postsynaptic membrane (GO:0099055)"
6536	"integral component of presynaptic membrane (GO:0099056)"
6536	"integral component of synaptic vesicle membrane (GO:0030285)"
6536	"postsynaptic density (GO:0014069)"
6536	"integral component of postsynaptic membrane (GO:0099055)"
6536	"neurotransmitter uptake (GO:0001504)"
6546	"integral component of postsynaptic membrane (GO:0099055)"
6546	"calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion levels (GO:1905060)"
6543	"integral component of postsynaptic membrane (GO:0099055)"
6543	"calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion levels (GO:1905060)"
6547	"calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion levels (GO:1905060)"
6547	"integral component of postsynaptic membrane (GO:0099055)"
10479	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
114798	"regulation of synapse organization (GO:0050807)"
114798	"integral component of postsynaptic density membrane (GO:0099061)"
114798	"integral component of postsynaptic density membrane (GO:0099061)"
114798	"regulation of presynapse assembly (GO:1905606)"
114798	"synapse adhesion between pre- and post-synapse (GO:0099560)"
84631	"synapse adhesion between pre- and post-synapse (GO:0099560)"
84631	"integral component of postsynaptic membrane (GO:0099055)"
84631	"regulation of synapse organization (GO:0050807)"
84631	"regulation of presynapse assembly (GO:1905606)"
22865	"regulation of presynapse assembly (GO:1905606)"
22865	"integral component of postsynaptic density membrane (GO:0099061)"
22865	"integral component of postsynaptic specialization membrane (GO:0099060)"
22865	"regulation of presynapse assembly (GO:1905606)"
22865	"integral component of postsynaptic membrane (GO:0099055)"
22865	"synapse adhesion between pre- and post-synapse (GO:0099560)"
139065	"regulation of synapse organization (GO:0050807)"
8773	"postsynapse (GO:0098794)"
8773	"exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0098967)"
6616	"synaptic vesicle exocytosis (GO:0016079)"
6616	"presynaptic dense core vesicle exocytosis (GO:0099525)"
6616	"anchored component of presynaptic membrane (GO:0099026)"
6616	"extrinsic component of presynaptic membrane (GO:0098888)"
9342	"synaptic vesicle (GO:0008021)"
9342	"extrinsic component of synaptic vesicle membrane (GO:0098850)"
9342	"regulation of synaptic vesicle exocytosis (GO:2000300)"
9342	"regulation of synaptic vesicle cycle (GO:0098693)"
116841	"postsynaptic density (GO:0014069)"
116841	"exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0098967)"
116841	"presynaptic active zone (GO:0048786)"
9892	"postsynaptic membrane (GO:0045211)"
9892	"extrinsic component of presynaptic endocytic zone membrane (GO:0098894)"
9892	"synaptic vesicle endocytosis (GO:0048488)"
23557	"regulation of synaptic vesicle exocytosis (GO:2000300)"
23557	"synaptic vesicle (GO:0008021)"
6622	"synaptic vesicle membrane (GO:0030672)"
6622	"synaptic vesicle endocytosis (GO:0048488)"
6620	"synaptic vesicle endocytosis (GO:0048488)"
6620	"presynaptic cytosol (GO:0099523)"
9751	"presynaptic membrane (GO:0042734)"
6642	"extrinsic component of postsynaptic endosome membrane (GO:0098999)"
6642	"postsynaptic density, intracellular component (GO:0099092)"
57231	"synapse (GO:0045202)"
57231	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
64089	"presynaptic endosome (GO:0098830)"
81609	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
8723	"presynaptic endosome (GO:0098830)"
58533	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
51429	"regulation of synaptic vesicle endocytosis (GO:1900242)"
51429	"presynapse (GO:0098793)"
22986	"integral component of postsynaptic density membrane (GO:0099061)"
22986	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
6272	"maintenance of synapse structure (GO:0099558)"
6678	"synapse (GO:0045202)"
6678	"regulation of synapse organization (GO:0050807)"
8404	"synapse adhesion between pre- and post-synapse (GO:0099560)"
8404	"extracellular matrix of synaptic cleft (GO:0098965)"
8404	"regulation of synapse organization (GO:0050807)"
6709	"postsynapse (GO:0098794)"
6710	"postsynapse (GO:0098794)"
6710	"modification of postsynaptic actin cytoskeleton (GO:0098885)"
6711	"postsynapse (GO:0098794)"
6712	"structural constituent of postsynapse (GO:0099186)"
6712	"postsynapse organization (GO:0099173)"
6712	"presynapse (GO:0098793)"
6712	"regulation of postsynaptic specialization assembly (GO:0099150)"
6712	"postsynaptic spectrin-associated cytoskeleton (GO:0099189)"
6714	"regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)"
6714	"postsynaptic specialization, intracellular component (GO:0099091)"
80725	"regulation of synapse assembly (GO:0051963)"
80725	"postsynaptic actin cytoskeleton organization (GO:0098974)"
5552	"postsynaptic specialization, intracellular component (GO:0099091)"
5552	"regulation of postsynapse organization (GO:0099175)"
5552	"modulation of chemical synaptic transmission (GO:0050804)"
6750	"neuronal dense core vesicle (GO:0098992)"
6750	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
6774	"modulation of chemical synaptic transmission (GO:0050804)"
6774	"postsynaptic density (GO:0014069)"
6774	"postsynapse to nucleus signaling pathway (GO:0099527)"
6780	"dendritic transport of messenger ribonucleoprotein complex (GO:0098963)"
6780	"modification of postsynaptic structure (GO:0099010)"
6780	"modulation of chemical synaptic transmission (GO:0050804)"
27067	"anterograde dendritic transport of messenger ribonucleoprotein complex (GO:0098964)"
11329	"postsynapse organization (GO:0099173)"
23012	"postsynapse organization (GO:0099173)"
85439	"synaptic vesicle endocytosis (GO:0048488)"
85439	"presynapse (GO:0098793)"
23673	"integral component of synaptic vesicle membrane (GO:0030285)"
23673	"synaptic vesicle to endosome fusion (GO:0016189)"
23673	"postsynaptic endosome membrane (GO:0098895)"
23673	"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)"
23673	"integral component of synaptic vesicle membrane (GO:0030285)"
8675	"integral component of synaptic vesicle membrane (GO:0030285)"
6804	"synaptic vesicle exocytosis (GO:0016079)"
6804	"integral component of presynaptic membrane (GO:0099056)"
6804	"integral component of synaptic vesicle membrane (GO:0030285)"
6804	"synaptic vesicle exocytosis (GO:0016079)"
6804	"integral component of presynaptic active zone membrane (GO:0099059)"
6804	"integral component of synaptic vesicle membrane (GO:0030285)"
6804	"integral component of postsynaptic density membrane (GO:0099061)"
112755	"synaptic vesicle exocytosis (GO:0016079)"
112755	"synaptic vesicle fusion to presynaptic active zone membrane (GO:0031629)"
2054	"synapse (GO:0045202)"
6809	"synaptic vesicle exocytosis (GO:0016079)"
6809	"exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0098967)"
6809	"postsynapse (GO:0098794)"
