"EntrezID_Human"	"concatenated_values"
29078	111
5874	111
5164	111
11052	101
4733	101
57095	101
6634	101
23287	101
64478	101
4069	101
159	101
30846	101
445	111
2894	101
64168	101
23705	111
5601	111
7174	101
9990	111
9733	101
3712	111
5590	101
1356	111
5688	111
5692	111
26470	111
9651	101
5833	101
7125	101
1268	111
10873	111
6566	111
72	111
1657	111
810	101
1838	111
5867	111
2	111
7276	101
6271	101
25989	101
9917	101
26230	101
5498	101
444	111
3636	101
53349	111
3417	111
2066	101
10395	101
54622	101
54893	101
6324	101
5218	101
57037	101
65080	101
3956	101
826	111
5522	101
57136	111
254122	101
284273	101
7411	101
51719	101
9318	111
51028	101
23406	111
10471	101
57689	101
10767	101
5358	101
7162	111
5589	111
58497	101
79585	101
80014	101
2873	101
11031	111
5634	101
8440	101
3476	101
11313	111
55291	101
10135	111
3146	111
7102	111
80028	101
22865	101
3268	101
51218	101
1209	111
55308	101
4199	111
85476	101
5718	111
3915	101
3646	101
400	101
5550	111
3267	111
10296	111
4144	101
26003	101
8455	101
23647	111
493856	111
2286	101
56997	101
261726	101
8140	111
5445	101
1312	101
641371	101
3251	111
25840	101
54708	101
1528	111
8904	111
4619	101
6195	111
55680	101
340543	101
514	111
284656	101
10517	101
3860	111
3539	101
120892	101
57489	101
64805	101
5310	101
57403	111
80223	101
63875	101
63894	111
23503	101
3514	101
3500	101
6279	101
3502	101
4707	101
254065	101
8349	101
10971	110
4710	111
4710	101
7368	101
27031	101
51168	111
767	111
2710	100
NA	111
8125	111
51441	101
51760	111
79870	101
57106	101
123745	100
1846	100
9706	101
5042	110
5321	100
126792	100
56144	100
8851	101
146223	111
26517	111
401145	100
57478	101
7542	101
358	101
57575	111
26994	101
9926	101
10061	101
253943	101
2288	111
8787	101
79073	101
11059	111
54915	101
8165	101
9231	101
84516	101
8879	101
54806	111
91833	101
1013	101
525	110
NA	111
388695	101
23143	100
1600	100
5894	111
84628	101
84895	101
51735	101
5193	101
23201	101
10818	100
57513	101
4983	111
10156	111
79959	101
134492	101
8504	101
64405	100
80820	111
55176	101
8408	101
321	101
9775	101
9196	101
93380	101
126298	111
83939	101
6750	111
57606	101
55638	101
5192	101
54867	101
889	100
6833	101
56097	101
10627	111
114900	111
56138	100
4815	101
8622	111
80036	101
8495	110
51011	111
219	111
617	111
126328	111
4706	111
6391	111
3182	111
10961	111
51386	111
87178	101
33	111
2997	111
79944	101
8878	101
23474	101
8518	111
793	111
3857	101
51109	111
2936	111
9289	101
10726	111
23408	111
23416	101
26100	101
8890	101
3688	101
84284	101
6697	111
5106	101
57019	101
5562	101
3703	111
23534	101
322	111
80221	111
51449	111
9701	101
9601	111
950	111
134829	111
1363	111
402	101
53826	111
124454	101
6774	101
79896	101
27175	100
55521	101
54495	111
84064	111
57120	101
9375	111
5372	101
4817	111
10587	101
5818	111
954	111
23041	101
5599	111
8634	101
2944	111
83394	101
112724	101
26515	101
7321	101
5375	101
727957	101
29978	101
64324	111
55755	111
9498	111
2130	101
154043	101
23269	101
57619	101
7223	101
3482	111
57680	101
1826	101
282973	101
10111	101
56992	101
51366	101
6840	101
124997	101
7750	101
55226	101
5629	101
58525	101
6597	101
23046	101
6494	110
23255	101
54880	101
440193	101
5927	101
5783	101
10592	101
6599	101
140710	101
11011	101
55075	101
23090	101
55636	101
7159	100
9774	101
3066	101
117177	101
6949	100
25852	111
22938	100
25959	100
10919	100
23387	111
29062	101
84461	100
57532	100
6426	101
9479	101
4926	101
57624	101
9779	101
283455	101
11152	101
23243	101
8658	100
56288	101
51474	101
23094	111
23307	101
10528	101
9967	101
5334	101
5141	101
23644	111
23451	101
2800	101
53981	100
3615	111
83737	101
375056	101
23384	101
129684	101
10763	101
23074	101
23112	101
89801	101
5780	111
9100	101
6196	101
4216	101
9209	111
3832	101
5073	101
51631	111
1108	101
1952	101
10514	111
11188	101
57169	101
7337	101
5100	101
9860	101
23370	101
1819	101
10916	100
200081	101
2547	101
2107	111
10499	101
1386	100
9493	101
1786	111
24137	101
636	101
10021	101
54726	101
81624	101
374654	101
25962	101
10235	111
23177	100
25836	101
55835	101
8754	101
85235	101
9815	111
5516	111
80303	101
146754	111
401024	111
23036	111
127262	111
55345	101
22986	101
7450	101
721	101
9950	101
26504	111
400954	101
57709	111
159989	101
54768	101
55037	101
1006	101
1007	101
7840	100
285313	101
57679	101
80727	111
116931	101
4881	101
145581	101
6335	101
4750	101
64089	101
10979	101
246213	110
8674	111
7064	101
1632	111
2262	101
23671	111
8451	101
51250	101
808	111
79925	101
1525	111
3099	111
3854	111
89853	101
80155	101
2044	111
51667	101
4294	101
10207	101
9968	101
284434	101
2321	101
55870	101
4621	101
151742	101
84033	111
51059	101
1160	101
57224	101
259232	101
4846	101
9881	101
342184	101
4940	101
4868	101
26509	101
26160	101
3340	101
3851	101
3909	101
53919	101
3815	111
131873	101
54664	101
197131	101
53917	111
129446	101
22990	101
10125	111
7779	101
23431	101
266727	101
81704	101
1105	101
124842	101
2648	101
27032	111
23405	101
5286	111
54549	101
94134	101
3157	101
55260	101
10960	111
23161	101
284111	101
285220	111
2045	111
29953	101
25821	101
220164	101
57674	101
23155	101
23334	101
79809	101
1182	111
10447	101
23244	101
1025	101
399909	101
7224	101
84312	101
57526	101
1123	101
57515	111
79659	111
256472	101
57634	101
4145	101
8295	101
375449	101
200734	111
3655	101
9662	111
7511	111
58508	101
8467	111
23511	101
23654	111
51209	111
80018	101
5738	111
9828	101
23347	111
166378	101
23131	101
84929	101
2595	101
89795	111
10765	101
23049	101
140807	101
54509	111
57187	101
6272	101
23304	101
23295	101
117	111
8914	111
7357	101
11007	101
284161	111
2590	101
2033	101
79414	101
8899	100
4351	101
6653	101
7074	101
109	101
10426	111
23248	101
472	101
23150	101
5531	101
9736	101
7412	101
6261	101
57706	101
84188	101
56957	101
55667	101
316	101
3781	101
1130	101
122961	101
2975	101
85442	101
5588	101
54795	101
5922	101
3760	101
55660	101
48	111
10531	101
4638	101
282996	101
7803	111
25885	111
54148	101
91526	101
1948	101
51125	111
27000	101
221400	101
20	101
9657	101
10100	111
90134	101
22854	101
3911	101
55614	101
3916	111
55665	101
9411	101
3791	111
57683	101
8828	101
23138	101
80731	101
10347	101
3875	101
55532	101
2177	101
80816	101
4651	101
5426	111
2152	101
23013	101
219285	101
7011	101
55714	111
5365	101
54884	101
23392	111
9256	101
3691	101
3148	101
22984	101
54625	101
57650	101
317	101
7053	101
154664	111
64072	101
2897	101
3018	101
9542	101
27314	111
360200	101
229	111
23181	111
2042	101
2048	111
59269	101
4626	101
338321	101
55844	101
6560	101
84141	101
55088	101
8766	111
259266	111
9914	101
5205	111
79915	101
170690	101
170692	101
55814	101
4671	101
54875	101
11064	101
344875	101
256076	101
1307	100
8029	101
23316	101
360163	101
100653515	101
57572	101
1828	101
55567	101
64800	101
114327	100
254102	101
1969	101
2046	101
2049	111
54821	101
2125	111
79843	101
148753	101
55719	101
23116	101
27146	101
54906	111
339145	101
22909	101
55215	101
83990	101
221472	101
2261	101
114827	101
80206	101
80307	101
80144	101
158326	101
341640	101
10690	101
6936	101
2674	111
3000	101
147746	101
256158	101
3161	111
3299	101
91156	101
152404	101
54617	101
392843	101
9703	101
85379	111
3866	111
3880	111
54474	101
125115	101
3881	101
3882	101
51350	111
3855	101
112802	101
319101	111
121391	101
7994	101
53944	111
1455	101
9312	101
3797	101
317719	101
57626	101
9757	101
8085	101
9735	101
8689	101
3887	101
3888	101
3889	101
3890	101
3881	101
10319	101
54886	101
4040	101
79442	101
341883	111
116372	101
389840	101
84451	101
89876	101
9969	101
54737	111
339766	101
10536	101
80003	101
10343	101
57475	101
5586	101
10769	101
114824	101
5459	101
9858	101
5613	101
5787	101
150962	101
169714	101
NA	101
64926	101
57514	101
9824	101
57589	101
83547	101
85376	101
56163	101
94137	101
57096	101
5442	101
25914	101
57402	101
132320	101
6336	111
221935	101
3508	101
6621	101
10615	101
200162	101
124976	100
80208	101
57519	101
55342	101
23353	101
114801	101
6872	101
9786	101
11138	101
55357	101
23102	101
84260	100
163589	101
8577	101
200424	101
51284	101
83604	101
140803	101
54822	101
23331	111
23318	101
57602	101
27340	101
81839	101
157680	101
127731	111
149465	101
55100	101
7486	101
114786	111
84524	101
57623	101
463	111
24149	101
353274	101
9745	101
9640	101
140831	101
23053	101
56650	101
57502	111
4647	101
85417	101
22852	111
53904	111
675	111
153733	111
84166	111
221322	101
56254	101
8204	101
4892	101
4853	101
126206	101
338322	101
197358	101
22981	101
51199	101
4650	101
140469	101
23026	101
57644	101
4606	101
84229	101
143884	101
1387	101
4261	101
11190	101
1951	101
8621	101
54535	101
728621	101
343099	101
729665	101
203238	101
339965	101
284992	101
223075	101
256309	101
54897	101
57082	101
79020	100
65250	101
283373	101
84250	101
80709	101
112	111
23460	101
NA	110
57507	100
163404	101
NA	110
123591	101
730102	111
285315	100
4236	100
84798	110
79640	110
NA	110
283951	101
162655	100
NA	110
966	110
79763	101
6317	110
387680	101
157285	100
6729	101
84450	100
NA	110
NA	110
51617	101
23597	101
9582	100
115509	100
130813	100
11197	100
93643	100
9324	100
8363	100
3611	101
54843	101
6604	100
337872	101
5327	100
7349	100
80224	101
100287932	101
79791	110
27067	101
219793	100
128308	101
152100	101
8288	100
94104	100
84940	101
11135	101
50940	101
10900	111
3020	100
9472	100
54921	100
64969	101
81539	111
84892	101
3681	101
2532	100
2184	101
124801	101
23241	101
29760	100
9631	101
345630	100
10884	101
4635	100
81488	111
5757	101
7732	100
123096	101
51537	111
6183	101
246269	101
64005	101
27236	111
9570	101
27239	101
117579	100
11222	101
6744	100
49855	100
7515	100
65084	110
57122	101
9870	100
1907	100
112840	101
9260	101
53827	100
9527	111
54534	101
80196	101
6388	101
81570	101
199953	100
7410	101
28952	111
9891	101
55515	100
80298	101
83548	101
118812	101
8175	100
115286	101
11248	100
2731	101
55746	101
60370	100
26019	101
9002	100
51780	101
9958	101
2243	101
343702	111
58517	101
2741	100
140460	100
1128	111
84656	101
6741	101
90362	101
800	101
4774	101
553115	101
572	101
10076	100
60673	101
7422	100
2247	101
2318	101
10579	101
29957	101
400673	100
4643	101
23479	101
9354	101
84134	101
8893	101
123879	101
56851	101
114971	111
85865	100
4440	100
81689	101
192666	101
374618	100
5151	100
64943	101
8317	100
257407	101
5341	100
114784	111
55854	101
7454	100
140823	101
54520	111
6794	101
9415	101
4998	100
64963	101
139341	101
387597	101
7169	101
1271	111
26154	100
4542	101
6885	101
11316	111
55255	101
81037	100
167691	100
8894	101
5797	100
23313	111
3964	101
124995	101
8999	100
6451	101
261729	100
6651	101
7024	101
83605	101
196374	100
23288	100
10440	101
55140	101
9781	100
6632	111
874	101
5716	101
79672	101
4528	101
94032	100
143425	111
11005	100
55687	101
27005	100
81563	101
9489	101
6275	100
128178	101
2673	111
219927	101
3015	101
23731	111
79901	101
80380	100
29088	101
81611	101
23373	101
148281	110
7873	111
285527	111
55973	111
2150	100
6781	100
8970	100
1854	101
5606	100
60488	101
4215	100
51081	111
2743	100
177	100
58472	101
55149	101
29982	100
4026	101
8001	110
8665	101
55082	111
3992	101
23518	110
3696	111
5725	101
4357	111
3012	100
3667	100
55450	101
11341	100
2581	101
10411	101
714	111
90701	101
22980	101
51622	111
9791	101
374864	101
84866	100
10014	100
25901	101
81628	101
9638	101
23037	111
3773	101
51073	101
10238	111
22864	101
3054	101
215	100
23609	101
27165	111
57143	101
10620	101
254863	101
6323	111
84300	101
57380	101
6240	101
7342	101
23023	111
93034	100
83595	100
2887	100
9811	101
9478	100
126006	101
55972	101
83657	100
4046	100
84926	100
286046	101
2132	100
171024	100
28958	101
81490	101
92737	101
7108	101
6167	100
9351	101
23710	101
51069	101
79811	100
118487	101
399473	101
22913	101
23165	101
6341	101
161742	111
27124	111
6427	101
84947	101
54948	101
5318	101
208	101
126133	101
56934	101
4353	100
NA	101
84274	101
27343	100
8668	101
8480	111
66005	101
22921	101
84749	101
154661	101
125228	111
7164	111
6613	101
23589	101
23423	100
26040	101
2047	111
54923	100
55262	111
348262	101
55920	101
6730	101
83442	101
2257	111
2326	100
740	101
3936	101
6197	101
9619	100
4208	100
64388	100
11231	101
10539	101
833	101
1610	101
9788	101
10658	101
8667	101
4794	100
713	101
7222	101
2946	101
90627	101
65125	101
6678	101
25924	101
64343	101
9669	101
10975	101
84869	101
23270	100
23152	101
6444	101
664	101
8722	101
10777	101
3149	101
51693	111
56098	100
55337	100
56130	100
64783	100
26519	111
8666	101
65991	101
10845	101
64840	101
8968	101
3071	101
10869	101
85477	100
23481	100
23450	101
374986	101
11252	111
10482	100
22826	101
282991	101
123283	101
11180	100
402117	100
25880	101
23592	101
64432	101
26353	101
405	100
1622	111
10775	110
207	101
64795	101
90668	101
51422	101
1545	100
147015	100
6548	111
27130	111
6101	111
84000	110
80342	110
1337	111
10240	111
7153	111
202333	111
79065	111
132204	111
712	101
3742	111
5858	110
3155	111
80243	111
3045	111
9043	101
10987	101
54438	101
284119	101
55681	111
6432	101
51133	101
57724	101
83892	101
10549	111
85455	101
78999	101
55144	101
160518	101
4200	101
5101	101
3189	101
5636	111
6294	101
6418	101
84679	111
1010	101
57410	101
7060	101
1362	101
10605	101
10007	111
55852	101
55187	111
5431	101
23607	101
115811	100
54972	111
10988	101
9685	111
23199	100
3747	101
10724	111
3075	101
9435	101
10980	101
10058	111
5049	111
64218	111
51592	100
50813	101
9465	111
6505	111
7247	101
27429	101
22985	101
54914	101
23507	101
9722	101
26580	101
4594	101
5690	111
2335	101
3240	101
9138	101
65266	101
5691	111
5682	111
5689	111
11261	111
51091	101
6282	101
51100	111
1398	111
79594	111
6845	111
55717	101
4253	101
6091	101
51741	101
51805	101
22987	111
653145	101
10920	111
10082	101
9672	101
23048	111
55666	101
29028	101
57181	101
9482	111
6534	111
2263	101
65055	111
84678	101
11075	111
66036	101
80724	101
1763	101
70	111
90990	101
9119	101
7857	111
256356	101
5504	101
340529	100
338785	111
50861	111
116985	101
259	100
26354	101
210	101
51668	101
4363	101
9825	101
50865	101
138311	101
283234	101
462	110
350	101
335	101
5663	101
337	100
79848	101
54899	100
253260	111
1723	101
4798	101
25837	111
6542	101
64434	101
83692	111
54543	101
57571	101
135228	101
6876	101
22837	100
7052	101
563	101
23137	101
11259	101
1131	101
115361	100
657	101
26010	100
4437	101
2745	111
95	101
51181	101
84631	101
23040	101
79876	101
27075	101
57505	101
4240	111
1857	101
1728	101
9203	101
5291	111
10351	101
10072	111
19	111
374887	101
9101	101
7301	101
84665	100
23259	101
84952	101
57539	101
283871	101
55531	111
9772	101
3159	100
6832	101
30851	101
55160	101
29941	101
6563	101
1293	100
25934	101
81617	101
23170	101
10867	101
7296	101
1069	101
6655	101
10434	111
9931	101
2926	101
28973	101
128869	101
7110	101
54585	101
221074	101
327	101
114	101
64754	101
4308	101
57655	111
6526	101
1717	101
114788	101
286410	101
51280	101
23322	111
57719	101
54839	101
113263	101
123041	111
23505	101
1368	111
56474	101
51566	101
26093	111
285175	101
56889	101
84100	101
2957	100
1445	101
9984	101
81532	101
115752	101
1278	101
25839	100
23250	101
11216	101
2585	101
104	100
125336	101
10973	101
55529	111
55217	101
8242	101
57128	101
5168	101
65260	101
9746	101
1609	101
26578	101
29085	101
54847	101
55530	111
4358	101
25796	111
23017	111
6536	111
80781	100
51421	101
51295	101
55862	101
5524	101
114880	101
51715	111
23203	101
2918	111
145508	101
63897	101
23258	101
9584	101
5411	101
54834	101
26973	101
130507	101
3633	101
39	111
10330	101
8975	101
23381	100
10209	101
29959	101
83451	101
342667	101
2317	101
55048	101
25801	101
2245	101
55612	101
9943	101
3692	111
9910	111
55349	101
93035	101
51434	111
11334	101
4882	101
51046	101
94005	111
6400	101
6611	101
57407	101
21	111
146057	100
5921	101
2618	111
25793	101
642	101
63891	101
23412	101
51573	111
1147	100
2840	101
54187	101
5549	101
89970	101
5269	101
8216	101
22836	101
55218	101
8911	101
1605	111
200205	101
128414	101
84623	101
3416	101
5611	101
8892	101
79176	101
55577	101
26589	101
4952	111
79633	101
1630	101
10617	101
10965	111
79188	101
50814	101
2531	101
1284	101
10611	111
4074	111
91	101
4696	101
85445	111
4326	101
4012	101
60491	101
25831	101
10466	100
1503	111
3716	101
1652	111
3643	101
23636	101
8237	101
51377	101
51608	101
133418	111
11276	101
56996	101
23524	101
196051	101
10350	101
4836	101
53343	101
5793	101
27248	101
8897	101
23151	101
54497	101
5208	101
79699	101
78991	111
222068	111
22878	111
26049	101
84991	100
28966	101
8833	101
545	101
57718	101
55133	101
5795	101
55212	101
9806	111
340371	101
9980	101
9521	111
55585	100
11140	111
4924	111
2786	111
4858	101
51185	101
84532	101
94160	101
347862	101
23708	101
9683	101
79705	101
8991	101
10428	101
987	111
126003	111
64223	111
23410	101
55800	101
23461	101
23548	100
64422	101
6917	101
9439	101
25851	111
50649	101
7965	101
2969	101
10891	101
57231	101
11047	111
57453	101
10147	101
200576	101
26046	101
79720	101
58485	111
55705	101
128	111
2629	111
5754	101
8539	101
26127	101
8450	101
23247	101
54928	101
8678	111
129607	111
84313	101
64121	101
23544	101
51347	100
9810	101
1947	111
23670	101
51594	111
6059	101
9108	101
83889	110
57486	111
5695	111
5295	101
222236	111
60592	101
23762	101
29761	101
201562	101
9765	101
171425	101
1954	101
8731	101
10844	111
2584	101
25963	101
25929	101
57168	111
10959	111
10446	100
4214	101
65217	101
7084	101
8891	101
57611	111
9801	101
1436	101
160418	101
114876	111
10905	101
89777	100
4547	101
63892	101
3913	101
6627	110
23390	101
65993	101
401548	101
51635	111
23478	111
5902	111
813	101
5121	111
23225	101
28956	101
5204	101
5728	101
7813	101
5983	100
84816	101
9777	111
79571	100
51084	101
23075	101
9731	101
27068	101
102	111
10881	100
64921	101
23428	101
152579	111
57476	101
28981	101
5050	111
3752	111
81929	100
64083	111
8291	101
8986	101
1153	101
23268	101
51204	101
5337	101
7535	101
90	101
11020	101
9353	101
51014	111
440	101
81542	111
78987	111
64786	101
23198	111
6764	101
8842	101
63027	101
3912	101
3141	100
3290	101
116835	101
223	111
56898	101
9687	101
7706	101
2053	101
25932	111
4038	101
7037	111
28957	101
57060	111
8398	111
57643	101
25912	101
53407	101
54939	101
56616	101
23457	101
63982	101
26024	101
6170	101
391356	111
30818	111
55347	101
90381	101
79611	101
389941	111
57092	101
65249	101
1186	111
347734	101
79776	101
83700	111
285148	101
952	101
5730	111
83450	100
2098	111
23223	101
10715	101
5836	111
4599	101
9397	101
55040	101
722	111
10541	101
3185	101
10991	111
23277	101
10921	101
26873	101
57020	111
1595	101
8880	101
633	101
8623	111
6638	101
9367	111
8536	101
1005	101
1855	101
4625	111
3310	111
3493	111
5533	111
6533	111
6813	111
94121	111
7114	111
378	111
388341	101
131474	101
1183	111
9071	101
23033	101
2512	111
2946	101
8341	101
3321	101
30820	101
55766	101
5152	101
5519	111
5571	101
143471	101
6623	101
151963	101
54785	101
57613	101
84334	101
64283	101
10276	101
115557	101
51742	101
55130	101
40	101
171023	101
55252	101
79572	101
11041	101
57597	101
11177	101
11176	101
641	101
55589	101
23310	101
727	101
1291	101
1302	101
NA	101
9820	101
4519	101
1662	101
163259	101
55635	101
3981	101
5424	101
26098	100
133584	101
11117	101
2050	101
10945	101
9700	101
83715	101
283635	101
116151	101
2157	101
286077	101
2268	101
90167	101
22844	101
2533	100
8888	101
51301	101
112937	101
63917	101
346562	111
54856	101
25960	101
166647	101
80000	101
NA	101
2950	101
23127	101
54676	101
387751	101
94239	111
8520	101
3050	101
NA	101
3070	101
85441	101
9653	101
30811	101
84668	101
25900	101
3547	101
10320	101
79781	101
58494	101
221037	101
9851	100
57562	101
85452	101
3872	111
374454	111
27133	101
131096	101
3780	111
56479	111
3787	101
22992	101
55818	101
8284	101
63971	101
10749	101
55582	101
3801	101
55857	101
3885	101
125113	101
132884	101
3948	101
375323	101
80131	101
85444	101
84125	101
4041	101
64101	101
8425	101
541468	101
9064	101
54627	101
57506	101
255231	101
4175	101
55784	101
23389	100
4210	101
79674	101
745	101
133558	101
10943	101
8481	101
9924	111
56111	111
5178	101
8863	101
5156	101
5251	101
63895	101
114780	101
5294	101
5336	101
55624	101
63976	101
254427	100
23550	101
7837	101
57455	101
64285	101
395	101
23433	101
55183	101
6011	101
494115	111
6041	100
84172	101
22904	101
11280	101
57715	101
59343	101
57337	101
346288	111
257218	111
6493	101
NA	101
285335	101
27127	101
6525	101
56928	101
57213	101
23145	101
6776	100
55576	101
9754	100
6778	101
6793	101
56164	101
27148	101
161497	101
6836	101
441151	111
112714	101
81027	101
56165	101
122402	101
23371	101
51106	101
7038	101
84948	101
1678	111
100131451	101
54106	111
757	101
84910	101
84629	101
27327	101
7156	101
375337	101
26133	101
55128	101
7226	101
29850	101
199223	101
7322	101
29855	101
124739	101
51720	101
8633	101
7399	101
2324	101
9525	101
51542	101
146177	101
284403	101
56964	101
65267	101
9849	101
7455	101
3096	101
64397	101
25925	101
84215	101
90850	101
23060	101
152485	101
3021	110
1292	100
2023	101
151393	101
3645	101
51313	100
144195	101
728116	100
9348	100
6318	100
4157	100
8314	100
79092	100
117159	101
54901	100
1755	100
355	100
7975	100
4856	100
440915	101
342909	101
441400	101
28823	101
3503	101
23581	100
5304	101
3933	101
100312954	101
654364	101
2992	101
129138	100
7799	100
2953	111
3498	101
64146	101
3963	100
29944	100
128371	100
9401	101
196294	101
121441	101
266553	100
345079	100
64757	100
1668	110
5145	110
9875	111
27065	101
23218	101
10351	101
8736	101
4583	101
283463	101
9110	101
256957	101
1379	111
80315	100
116228	101
63967	101
27141	101
51652	101
64793	101
29965	111
113201	101
779	101
8912	101
54976	101
165257	101
79697	101
672	101
121601	101
57101	101
150709	101
259173	101
57538	101
115701	101
80216	101
84962	101
123624	101
60312	101
55803	101
58489	101
51104	111
8647	101
24	101
342346	101
642938	100
388135	100
2020	100
4618	101
9535	101
79075	100
127795	100
84171	100
338699	100
4776	100
4438	100
348110	111
149699	100
5999	100
64766	100
8350	101
10817	101
55186	101
2661	100
344387	100
53840	100
55247	100
22915	100
151887	100
55320	100
9907	100
388284	100
80851	100
23221	100
136991	100
131544	100
10622	100
599	101
3167	100
401409	110
5966	100
7083	100
143872	100
7579	100
387849	100
67694	100
25941	100
200844	100
23251	100
127703	100
25966	101
11163	101
8331	100
391634	101
26094	100
347688	101
84299	101
8342	101
57414	100
440686	101
283820	101
1282	100
23543	100
6235	101
147040	100
1277	111
6166	101
1264	101
221749	100
390637	100
8933	100
NA	100
729403	101
3324	101
345041	101
100133234	101
728139	101
392301	101
8653	101
3280	100
647000	101
642636	100
2713	101
645387	101
728380	101
113157	101
653553	101
305	101
23633	101
727826	101
388344	101
439992	101
100132547	101
643949	101
402100	101
649299	101
653162	101
284821	101
441876	101
388907	101
8368	101
100130446	101
148014	111
10044	100
253152	110
26140	100
646875	101
647285	101
197257	101
122553	111
474383	101
5715	101
728953	101
9470	101
6242	101
55190	101
440567	111
84340	111
9784	101
84084	101
388275	101
283106	100
729708	101
9391	101
646949	101
540	101
116443	101
3779	100
10242	100
5600	100
6300	100
5603	100
4318	100
4811	100
4820	100
9647	101
6531	111
23466	100
25769	111
9962	111
NA	100
3892	101
79048	110
8330	101
8926	100
3886	101
1636	101
2548	101
5236	111
8343	111
55105	100
4535	101
8360	100
26025	101
5096	111
7922	101
51170	101
6575	111
3043	101
11112	111
56925	111
80854	101
4048	111
57704	101
79137	111
5832	111
4512	101
231	111
157807	111
1063	100
7290	101
23523	100
58499	101
254048	100
55341	100
1488	101
9092	101
54623	100
79813	100
10146	101
23560	100
23211	100
93986	100
57459	101
9839	100
79577	100
51222	100
23028	101
79684	100
7546	100
29117	100
988	111
283248	100
81550	101
10498	111
23186	100
200933	101
79718	100
54793	100
6877	100
64919	100
23394	101
23314	100
1432	101
65982	100
64398	101
6874	100
9919	100
4192	100
9184	101
1856	100
27229	110
79598	100
8479	100
6942	100
29127	100
23303	101
11196	100
79443	100
100131755	101
6935	100
152206	100
79874	101
26128	101
55975	100
11078	101
9658	100
9321	111
9666	101
90102	100
9278	100
8379	101
10743	100
27342	101
57610	101
5584	101
84124	100
9759	101
23616	101
26031	100
55127	100
23216	101
55596	100
11169	100
10483	101
57556	100
867	101
131405	100
11235	101
8148	101
23517	101
10342	111
10180	100
92312	100
55833	100
8940	100
9611	100
57646	100
53335	100
56946	100
6907	100
607	100
27125	101
79872	100
8861	100
10270	100
55728	100
8841	100
8202	100
152185	100
85458	111
22794	100
23309	100
6434	101
9500	100
10933	100
51070	100
57631	100
22890	100
11335	101
53615	100
55193	101
23293	100
9753	100
22978	101
7145	101
1730	101
4163	101
83478	100
2009	101
7586	100
54468	101
8767	101
55885	100
9079	100
10534	101
126374	100
5587	101
26091	101
91754	101
55749	101
27043	101
26168	100
54881	100
6117	101
79707	100
57418	100
23195	100
114991	100
54434	101
85464	101
4775	100
23659	100
51256	101
79832	100
9747	100
2290	100
1859	100
91304	100
9856	100
4172	100
10460	100
440730	100
55809	100
23598	100
441381	100
339453	100
5027	100
6198	101
114781	100
131578	101
3700	101
22870	101
3697	110
5063	111
4839	100
65244	100
85439	101
23234	100
49854	100
29843	100
10664	100
253738	100
112939	100
9972	101
221178	101
9817	100
11083	100
1388	100
NA	100
6737	101
152503	100
57657	101
192669	101
43	111
97	101
132	101
158	111
221	100
320	101
353	111
443	101
586	111
1114	111
1158	101
1476	111
1508	111
1644	101
1967	101
1992	101
2029	111
2632	101
2712	101
2729	101
2739	111
2766	101
2935	101
2954	111
3093	101
3101	101
3145	101
3176	100
3628	101
3732	101
4232	101
4738	111
4809	101
4860	111
4898	101
5179	101
5198	101
5202	111
5331	101
5357	111
5494	101
5569	101
5583	100
5635	111
5720	101
5873	111
5887	101
6051	111
6429	101
6447	111
6723	101
6748	111
7054	101
7257	101
7323	111
7332	101
7347	101
7372	101
8338	101
8394	101
8669	101
8883	101
8996	111
9039	101
9141	101
9429	101
9677	101
9689	101
9771	101
9783	101
9879	101
10054	101
10212	101
10322	101
10325	101
10380	111
10444	101
10494	101
10670	101
10723	101
10741	101
10776	111
10827	101
11001	100
11146	101
11165	111
23279	101
23358	101
23558	101
25923	111
27430	111
28985	111
29119	101
29979	111
30833	101
51015	101
51228	111
51593	101
54039	111
54734	111
56888	111
56893	101
56954	111
57017	111
57165	101
57381	101
57510	111
58478	101
58527	101
64147	100
65009	111
79041	101
79634	111
80201	101
80262	111
84058	101
84193	111
84681	101
84717	100
84817	101
84908	111
91373	101
91782	101
92014	101
92815	110
94274	101
128240	111
145553	101
170506	101
197258	111
200916	101
282969	101
283742	101
285636	101
317772	101
345557	101
401258	100
654790	101
723790	100
NA	100
2941	111
3046	111
354	100
354	100
342574	101
NA	111
8347	101
8370	101
122970	100
8331	100
255626	101
8345	101
85236	101
8348	101
338391	101
128312	101
5501	101
NA	100
8334	100
NA	100
8669	101
NA	100
NA	100
26084	101
9787	100
3758	100
9467	100
285590	100
84889	100
64847	100
51729	100
10127	100
26146	100
83706	101
55335	101
1602	100
57590	011
3040	011
5816	011
2812	010
1349	011
2747	010
80273	011
6392	011
57458	010
27154	010
11037	010
NA	011
51155	011
23564	011
5348	011
8447	011
4504	011
448834	010
5645	011
148808	011
10134	011
24141	011
128580	010
9363	011
2022	010
92840	011
10326	011
51311	010
2081	010
83872	011
6487	010
8603	010
136332	010
10234	010
9884	010
57728	010
9060	010
84987	011
51373	011
55245	011
676	010
9329	010
3720	011
79682	010
4796	010
55689	010
29066	010
91662	010
8780	010
6469	010
51263	011
11036	010
29922	010
55274	011
91283	010
116496	011
26071	010
253982	011
650655	011
10053	011
1129	010
6572	011
1345	011
NA	011
216	011
NA	011
NA	011
NA	011
NA	011
NA	011
NA	011
NA	011
NA	011
NA	011
NA	011
NA	011
NA	011
NA	011
NA	011
