alg,cl,Cn,Mu,FL,padj,pval,overlapGenes
sgG1,29,185,126,111,0.0740668637703542,0.012344477295059,"2923, 22895, 6645, 351, 322, 10484, 824, 4645, 4035, 6449, 348, 1804, 4685, 1272, 4099, 4340, 5621, 1191, 5034, 334, 3309, 5798, 5305, 1410, 5217, 51726, 2026, 4715, 4714, 1363, 6767, 4218, 6092, 9230, 5631, 4830, 55333, 10640, 26056, 7001, 5864, 2, 3337, 6009, 150209, 126003, 54536, 774, 773, 3339, 6160, 7407, 55739, 128, 6122, 1000, 54732, 373156, 2879, 257194, 4045, 50863, 307, 51109, 129285, 10130, 55361, 153090, 10961, 56886, 5479, 9361, 2193, 30000, 53822, 3382, 9911, 22841, 23233, 11130, 84557, 51024, 5636, 25796, 10056, 126298, 7184, 30968, 811, 25953, 10908, 51704, 253959, 23352, 309, 23154, 54539, 51552, 8266, 8518, 1650, 871, 6154, 5707, 526, 471, 5110, 5593, 10396, 4978, 9362, 84152, 84894, 9545, 762, 57406, 84932, 27095, 5874, 55754, 1657, 283450, 8774, 90580, 93185, 402665"
sgG1,4,311,2,11,0.107919637604886,0.029444774783656,"1345, 216"
sgG1,4,311,202,111,0.107919637604886,0.0359732125349621,"3028, 10935, 2108, 10989, 1891, 2194, 10469, 506, 5164, 5924, 5576, 1743, 509, 2819, 213, 217, 4700, 1345, 55512, 5481, 10072, 3735, 4191, 6194, 4698, 2752, 3420, 5160, 9131, 26519, 1968, 10059, 23230, 26275, 1737, 515, 51079, 4513, 10452, 6342, 7385, 3329, 3295, 3419, 5589, 23521, 54413, 37, 3033, 9961, 10247, 10970, 23530, 8050, 3032, 3301, 3155, 5162, 2744, 8659, 9601, 10294, 488, 23770, 55466, 3954, 127829, 1327, 539, 54927, 25813, 498, 55735, 10651, 522, 513, 4259, 10102, 4722, 1329, 5577, 63826, 378, 4336, 54940, 10455, 3098, 5163, 51067, 3099, 5214, 10965, 5332, 5718, 3030, 219, 10476, 10525, 1431, 6129, 23284, 23408, 8803, 2266, 4967, 4723, 6132, 114294, 253559, 6389, 6576, 55074, 4430, 5019, 8761, 10128, 4976, 2109, 1678, 5306, 6742, 6390, 224, 38, 55201, 23597, 10632, 2110, 2746, 10409, 4697, 23256, 6229, 4728, 4725, 4720, 4726, 8604, 7388, 1340, 4729, 4719, 7384, 4702, 514, 4704, 83858, 89941, 29920, 28976, 56993, 29078, 26517, 64423, 51, 84263, 83752, 3029, 6185, 6173, 3336, 205, 1632, 10449, 117145, 4724, 4695, 374291, 4942, 50, 50808, 9804, 54996, 94081, 7386, 9377, 7416, 84303, 26520, 55848, 223, 8802, 9868, 9590, 9054, 55915, 54704, 617, 81533, 6228, 8671, 80222, 10814, 9296, 16, 4648, 9652, 4705, 760, 92259, 55967, 1347"
sgG1,25,26,21,111,0.128325647052144,0.021387607842024,"65263, 5684, 5682, 5683, 5685, 5687, 5690, 5689, 5691, 5693, 5694, 5695, 5688, 5692, 4628, 5714, 55364, 5686, 8396, 4642, 79180"
sgG1,6,6,1,110,0.129788576995282,0.0216314294992137,1821
sgG1,5,324,9,100,0.134826974356509,0.0224711623927514,"22938, 9001, 7159, 25959, 1846, 57532, 64419, 375567, 23177"
sgG1,28,3,1,100,0.234883092432814,0.0391471820721356,84864
sgG1,24,14,9,101,0.275023496502618,0.045837249417103,"25978, 23534, 27183, 57132, 27243, 51534, 9798, 51520, 6683"
sgG2,11,166,81,101,0.0223171517433214,0.0037195252905535,"5310, 1674, 7916, 5493, 9146, 23368, 1080, 1523, 11170, 26505, 386618, 60491, 4591, 26003, 56243, 57596, 5300, 9513, 51160, 10021, 84445, 5571, 140710, 5562, 7247, 5565, 5630, 154796, 10645, 5317, 115948, 3281, 8664, 5563, 358, 200081, 2039, 10290, 79959, 23254, 133746, 2800, 116442, 23503, 26051, 6687, 8030, 115817, 340527, 11178, 55346, 23294, 84823, 8087, 401647, 197322, 3861, 79711, 60484, 22885, 154043, 64168, 55075, 221424, 26515, 10763, 51555, 257160, 7750, 9612, 23500, 9898, 22911, 80028, 4619, 80017, 388695, 8785, 9775, 64599, 5313"
sgG2,13,172,83,101,0.0293505906843437,0.0048917651140572,"3276, 5093, 2547, 3842, 6210, 4297, 9584, 1434, 11051, 11100, 22927, 4841, 22985, 6601, 4857, 4869, 11052, 2130, 5725, 10432, 7112, 7158, 2314, 6597, 23229, 6426, 4691, 9667, 58525, 1108, 10250, 11168, 11198, 6733, 6428, 9444, 6434, 51645, 3185, 8826, 5610, 3608, 8341, 115207, 6418, 55269, 23451, 345651, 6741, 51755, 3609, 1993, 51474, 9343, 5430, 7520, 8450, 3948, 23215, 64848, 9733, 57520, 6599, 6634, 5358, 24137, 9774, 25836, 4707, 9208, 8570, 23367, 9967, 9987, 8539, 63875, 9555, 64478, 8504, 63929, 90957, 64210, 8562"
sgG2,17,92,48,101,0.0293678413918559,0.0048946402319759,"1994, 142, 394, 3066, 23090, 121504, 26230, 5591, 11335, 8349, 3014, 10075, 4204, 64854, 5524, 8359, 3009, 10788, 3024, 3005, 6904, 8342, 166785, 23047, 6840, 1828, 129684, 57496, 22865, 10527, 51673, 50809, 85235, 55140, 23269, 116443, 752, 91833, 9031, 79747, 84643, 387597, 84364, 5980, 84896, 3908, 8632, 7368"
sgG2,42,116,3,110,0.0433827644892352,0.0072304607482058,"10971, 5858, 525"
sgG2,27,28,17,101,0.0848757928779559,0.0141459654796593,"1642, 10987, 5498, 2873, 6921, 8454, 9040, 8453, 5654, 6157, 161436, 8451, 8452, 9978, 8533, 79699, 8455"
sgG2,44,184,125,111,0.0859134920813363,0.0143189153468894,"6616, 8773, 10550, 7905, 954, 6804, 10228, 2010, 527, 3163, 112476, 10490, 2170, 10313, 57142, 23204, 7163, 7165, 114569, 6857, 8675, 11230, 55177, 5354, 4000, 535, 22908, 54732, 146223, 6844, 10423, 2823, 10857, 4131, 6642, 821, 112755, 23673, 116841, 10100, 6643, 6843, 23786, 63908, 528, 2686, 7187, 56947, 56895, 2572, 493856, 219738, 57709, 53826, 157378, 10424, 59353, 51075, 51308, 127833, 1727, 9283, 192683, 11112, 23788, 2912, 5780, 51024, 56894, 9341, 57460, 54332, 7920, 6855, 80221, 7781, 5007, 2817, 9218, 10815, 80331, 5718, 6529, 160, 140679, 114882, 9554, 134957, 2181, 9342, 975, 9143, 9522, 10159, 11343, 23256, 84448, 23065, 80777, 9217, 8417, 8723, 7018, 9694, 8775, 8760, 57406, 81533, 51025, 9515, 64083, 50804, 80222, 9892, 9854, 9524, 8834, 94097, 950, 9296, 9145, 91663, 91137, 91683, 81855"
sgG2,35,20,13,101,0.0888035976538883,0.0148005996089814,"1975, 2804, 8661, 8237, 55506, 25989, 81846, 8898, 4694, 8662, 8663, 9651, 343990"
sgG2,28,6,1,110,0.129788576995282,0.0216314294992137,1821
sgG2,20,103,72,111,0.138817123115771,0.0231361871859618,"22895, 351, 322, 1072, 2934, 4035, 348, 1804, 4685, 4099, 4340, 5621, 334, 4915, 71, 10724, 6853, 1073, 60, 11034, 26276, 6531, 55333, 6622, 1020, 7001, 5864, 2, 3337, 150209, 126003, 11140, 54536, 10486, 257194, 4045, 50863, 1465, 153090, 1428, 9361, 2193, 56899, 9911, 51286, 2824, 10056, 10487, 5214, 30968, 23406, 4916, 471, 5110, 10396, 966, 4978, 63894, 9659, 84894, 9545, 762, 6900, 7167, 85440, 80150, 27095, 5874, 55754, 90580, 93185, 402665"
sgG2,34,73,2,110,0.164569202082753,0.0274282003471255,"55917, 8495"
sgG2,46,11,10,111,0.182191423354782,0.0303652372257969,"10093, 10094, 6191, 10092, 10097, 10096, 10109, 57180, 81873, 4048"
sgG2,50,34,1,11,0.20004864049808,0.0333414400830133,30
sgG2,38,14,9,101,0.275023496502618,0.045837249417103,"25978, 23534, 27183, 57132, 27243, 51534, 9798, 51520, 6683"
sgG2,1,105,4,100,0.288166753827643,0.0480277923046072,"401145, 7159, 64419, 84461"
sgG5,33,57,39,101,2.36847769243345e-05,3.94746282072241e-06,"142, 3066, 7874, 23090, 121504, 11127, 8349, 3014, 10075, 55698, 64854, 8359, 3009, 3024, 3005, 6904, 8342, 166785, 23047, 6329, 6840, 1828, 129684, 57496, 51673, 50809, 85235, 752, 91833, 9031, 79747, 84643, 387597, 84364, 5980, 84896, 3908, 8632, 7368"
sgG5,52,34,24,101,0.000857738560568,0.0001429564267613,"6210, 55729, 1009, 23420, 546, 2130, 158471, 6597, 1108, 57689, 8826, 4204, 3608, 57019, 115207, 55379, 6238, 23416, 6599, 25836, 4707, 84628, 64210, 8562"
sgG5,65,30,21,101,0.0027261332203175,0.0004543555367195,"8027, 55914, 5527, 1965, 5501, 9625, 10856, 56252, 22853, 9647, 26270, 1013, 26051, 26232, 421, 5610, 10471, 79834, 54893, 56948, 57338"
sgG5,29,35,4,100,0.0061234222652973,0.0010205703775495,"5321, 1386, 11221, 1846"
sgG5,15,30,26,111,0.0089159366750585,0.001485989445843,"1072, 2934, 71, 2026, 1073, 60, 11034, 10640, 23077, 63893, 10486, 1000, 221184, 5962, 3382, 23233, 131034, 10487, 23406, 5862, 311, 9948, 57468, 84932, 8904, 57605"
sgG5,76,17,16,111,0.0124948833007312,0.0020824805501218,"1731, 23157, 5413, 23176, 10801, 346288, 55752, 6155, 989, 151011, 55964, 4735, 26086, 5414, 6152, 65108"
sgG5,11,21,3,100,0.0144833127822029,0.0024138854637004,"10919, 57532, 84726"
sgG5,62,101,74,111,0.020515245889718,0.0034192076482863,"6616, 8773, 954, 6804, 10228, 2010, 527, 3163, 112476, 10490, 6857, 8675, 11230, 55177, 5354, 4000, 22908, 6844, 10423, 112755, 23673, 116841, 10100, 6843, 23786, 63908, 2686, 7187, 56947, 56895, 493856, 219738, 57709, 53826, 157378, 10424, 59353, 51075, 51308, 127833, 1727, 9283, 11112, 23788, 2912, 56894, 9341, 57460, 54332, 7920, 2817, 9218, 10815, 9554, 134957, 10497, 9342, 975, 11343, 80777, 9217, 8417, 7018, 8775, 8760, 9515, 9854, 9524, 8834, 94097, 950, 91663, 91137, 81855"
sgG5,56,18,13,101,0.0232191219242491,0.0038698536540415,"1642, 10987, 2873, 6921, 8454, 9040, 8453, 8451, 8452, 9978, 8533, 79699, 8455"
sgG5,53,24,16,101,0.0287866719922908,0.0047977786653818,"23368, 3836, 23633, 7112, 140710, 12, 154796, 2800, 11178, 84823, 197322, 28992, 57530, 8815, 8785, 154810"
sgG5,104,35,2,110,0.0401794472009265,0.0066965745334877,"10971, 525"
sgG5,44,38,22,101,0.0705933336642443,0.0117655556107074,"2547, 11051, 4841, 22985, 11052, 7158, 2314, 55636, 55269, 23451, 23417, 6147, 51755, 4926, 9733, 24137, 9774, 9208, 57680, 9967, 8539, 90957"
sgG5,11,21,13,101,0.0760117075332212,0.0253372358444071,"9049, 10061, 23243, 9100, 5537, 10613, 8243, 65268, 5141, 55291, 9908, 9701, 55607"
sgG5,77,49,27,101,0.0789568203543404,0.0131594700590567,"26994, 133957, 7314, 2901, 7337, 7321, 7322, 22954, 57169, 6218, 196403, 9958, 5153, 83737, 23201, 84959, 29978, 55040, 51065, 90678, 55236, 9097, 161725, 713, 8887, 23046, 84502"
sgG5,37,67,49,111,0.102443563315156,0.0170739272191927,"10574, 22948, 10540, 1783, 1781, 1780, 59, 10787, 10808, 6158, 1778, 4637, 3301, 10120, 10575, 23011, 5096, 51164, 1738, 51143, 7283, 31, 5095, 5091, 10694, 10576, 302, 829, 10121, 23325, 23094, 58, 10693, 55860, 56922, 1266, 28988, 57175, 1666, 83658, 22, 1356, 22848, 832, 6950, 908, 55326, 9897, 64087"
sgG5,72,30,24,111,0.102725204017028,0.0171208673361713,"9379, 9369, 4301, 23705, 4356, 5216, 4190, 11031, 57524, 8573, 4355, 3267, 51678, 55327, 80331, 6529, 140679, 253559, 4430, 10067, 9900, 8825, 9892, 91683"
sgG5,24,33,26,111,0.110781432346947,0.0184635720578245,"164, 29924, 161, 1213, 1174, 163, 1173, 6453, 27131, 8575, 8907, 7461, 23396, 114793, 162, 51440, 8301, 144402, 361, 9026, 25977, 1175, 84251, 1212, 48, 92255"
sgG5,41,26,21,111,0.128325647052144,0.021387607842024,"3146, 2697, 2915, 5582, 5037, 4137, 2596, 5580, 2931, 5581, 4082, 5578, 11033, 2768, 1453, 10672, 8650, 5579, 718, 9024, 9520"
sgG5,59,32,25,111,0.148532512844535,0.0247554188074224,"3612, 1996, 7415, 26278, 6285, 11315, 6786, 22872, 25932, 55748, 1500, 144100, 6647, 10953, 1176, 10239, 23065, 2767, 23071, 23576, 57026, 231, 8943, 80124, 9927"
sgG5,25,26,1,11,0.153384819430604,0.0255641365717674,30
sgG5,69,22,18,111,0.159714163917631,0.0266190273196052,"5684, 5682, 5683, 5685, 5687, 5690, 5689, 5691, 5693, 5694, 5695, 7143, 5688, 5692, 284069, 55364, 8396, 4642"
sgG5,16,96,67,111,0.176161263546032,0.0293602105910053,"2108, 1891, 509, 1345, 3735, 9131, 10059, 515, 51079, 4513, 10452, 7385, 10247, 2744, 23770, 127829, 1327, 539, 54927, 25813, 498, 55735, 10651, 522, 513, 4259, 1329, 63826, 378, 54940, 3098, 3099, 10476, 23284, 114294, 4976, 2109, 1678, 224, 4728, 4720, 4726, 8604, 7388, 1340, 4719, 4702, 514, 4704, 83858, 89941, 29920, 56993, 26517, 64423, 3029, 6185, 9804, 54996, 94081, 7386, 9377, 84303, 55848, 223, 9868, 1347"
sgG5,18,34,19,101,0.177432779372765,0.0295721298954609,"22995, 9231, 55835, 5108, 23019, 23112, 145773, 23271, 22994, 57489, 4957, 5116, 374654, 7798, 2876, 9414, 57584, 91978, 8653"
sgG5,5,11,10,111,0.182191423354782,0.0303652372257969,"10093, 10094, 6191, 10092, 10097, 10096, 10109, 57180, 81873, 4048"
sgG5,101,37,28,111,0.208189084309519,0.0346981807182531,"6449, 5764, 1915, 6176, 2597, 5717, 2819, 306, 7114, 79885, 23140, 9796, 310, 55739, 2745, 7280, 53822, 292, 6138, 54539, 8266, 8518, 79641, 84966, 9362, 2806, 83449, 4712"
sgG5,94,27,1,1,0.211398404927249,0.0352330674878749,4069
sgG5,28,28,1,1,0.219119113957024,0.0365198523261707,5243
sgG5,31,24,19,111,0.240320786929863,0.0400534644883106,"3799, 5573, 2280, 6262, 5575, 2932, 3991, 55968, 5566, 5567, 6203, 23205, 1622, 5577, 6187, 5144, 3746, 57498, 9495"
sgG5,23,22,13,101,0.242887438828446,0.0404812398047409,"10163, 10592, 2804, 2803, 10565, 3281, 402, 25989, 55907, 400, 4694, 6102, 9651"
sgG5,13,35,19,101,0.251120061828569,0.0418533436380948,"1975, 8661, 23580, 4008, 10250, 11198, 6733, 55421, 23187, 3832, 7520, 57221, 54566, 3948, 23215, 64848, 8662, 84532, 343990"
sgG5,67,62,31,101,0.254795609857817,0.0424659349763029,"3276, 5093, 3842, 9584, 11100, 22927, 4857, 26505, 5725, 10432, 26229, 9667, 5192, 6428, 9444, 6434, 51645, 3185, 6144, 3609, 1993, 8450, 57520, 6634, 8570, 9987, 6334, 63875, 64478, 8504, 63929"
sgG5,55,44,23,101,0.261911368155065,0.0436518946925109,"11170, 4591, 57596, 5300, 51160, 115948, 5563, 358, 200081, 2039, 79959, 133746, 23503, 8030, 115817, 55346, 6792, 257160, 9612, 22911, 80028, 388695, 64599"
sgG5,47,10,7,101,0.267476426140889,0.0445794043568148,"79837, 29, 11168, 64219, 54867, 9455, 80347"
sgG5,4,33,18,101,0.26773016292174,0.04462169382029,"23163, 9135, 57658, 79735, 55198, 5290, 6224, 25777, 178, 27072, 116442, 8411, 22930, 2900, 23074, 23355, 9265, 487"
sgG5,27,14,9,101,0.275023496502618,0.045837249417103,"25978, 27183, 57132, 27243, 51534, 9798, 51520, 51028, 6683"
sgG5,51,6,6,111,0.281234240317627,0.0468723733862712,"4134, 4133, 57787, 8239, 4139, 51144"
spectral,43,139,81,101,6.9962319722785e-06,1.16603866204642e-06,"10605, 1975, 3276, 142, 2051, 55729, 3915, 23420, 6311, 546, 22927, 3066, 3836, 23090, 121504, 8661, 3476, 11127, 8349, 2332, 1108, 8826, 134492, 4204, 10290, 79026, 8087, 64854, 1665, 28992, 8359, 83473, 3009, 6147, 132299, 345651, 3024, 3005, 6904, 8342, 166785, 23047, 22907, 6840, 1828, 129684, 57496, 51673, 50809, 85235, 125113, 51366, 51474, 284217, 9343, 5430, 9898, 9320, 752, 5036, 8662, 6334, 349667, 388695, 9847, 9775, 9737, 9585, 80164, 9031, 79747, 84643, 9651, 387597, 84364, 5980, 84896, 3908, 8632, 7368, 28316"
spectral,44,186,94,101,0.0024628402854779,0.0004104733809129,"1981, 5093, 2547, 3842, 6210, 1994, 10142, 9584, 1434, 11051, 11100, 4841, 22985, 57143, 4857, 26505, 386618, 11052, 2130, 22978, 10016, 5725, 9513, 10432, 7874, 54880, 7158, 6597, 5591, 3069, 6426, 56252, 4691, 1488, 4008, 9667, 58525, 10250, 11168, 11198, 6733, 6428, 9444, 6386, 6434, 51645, 3185, 553115, 3608, 8341, 57019, 115207, 6418, 103, 783, 55269, 23451, 6741, 51755, 6144, 142678, 2897, 10587, 85456, 3609, 1993, 7520, 8450, 3948, 23215, 64848, 9733, 57520, 6634, 5358, 24137, 9774, 9706, 874, 25836, 8570, 23367, 9967, 9987, 8539, 63875, 9555, 6738, 64478, 8504, 63929, 90957, 64210, 8562"
spectral,64,52,2,11,0.0051574846671884,0.0008595807778647,"216, 30"
spectral,63,195,138,111,0.0053217884126331,0.0008869647354388,"3028, 2108, 10989, 1891, 10469, 506, 5164, 5924, 293, 1743, 213, 4700, 1345, 5481, 55207, 3735, 4698, 3420, 5160, 9131, 26519, 4716, 26275, 1737, 9748, 515, 51079, 4513, 10452, 7385, 3329, 5589, 10383, 37, 3313, 10247, 8050, 3032, 5162, 81892, 2744, 8659, 10294, 55466, 3954, 127829, 1327, 539, 25813, 498, 55735, 10651, 513, 10102, 4722, 1329, 4336, 10455, 1738, 5163, 51067, 10965, 3030, 219, 10476, 1431, 4967, 4723, 114294, 6389, 5019, 10128, 6326, 4976, 2109, 1678, 6742, 23325, 54539, 6390, 38, 23597, 10632, 2110, 2746, 4697, 4728, 4725, 4720, 4726, 8604, 7388, 1340, 4729, 4719, 7384, 4702, 514, 4704, 83858, 29920, 28976, 29078, 26517, 3029, 205, 1632, 10449, 117145, 4724, 4695, 374291, 4942, 50, 50808, 94081, 7386, 9377, 84303, 26520, 55848, 8802, 6327, 9868, 9551, 7857, 54704, 81533, 10814, 16, 9652, 4705, 9897, 760, 8209, 92259, 55967, 1347"
spectral,9,17,13,101,0.0099479120377327,0.0016579853396221,"324, 26057, 23086, 23384, 26058, 5903, 22920, 57716, 4629, 222950, 4538, 89796, 57624"
spectral,32,76,58,111,0.0116095978958266,0.0019349329826377,"10574, 348, 1937, 5764, 5315, 6176, 2597, 5717, 55755, 4715, 8575, 5660, 6767, 79885, 4731, 6284, 23140, 9796, 7001, 5908, 2, 126003, 310, 54413, 307, 2745, 10376, 9361, 7280, 2193, 53822, 9911, 3187, 10056, 51138, 5332, 6124, 2266, 6187, 292, 6138, 5464, 5550, 23154, 55201, 8518, 9446, 79641, 9362, 762, 2806, 9045, 27095, 83449, 4712, 90580, 93185, 482"
spectral,15,67,51,111,0.0237919100776962,0.0039653183462827,"351, 322, 7533, 1072, 2934, 4035, 1804, 4685, 4340, 5621, 334, 4915, 2273, 4043, 6853, 55333, 6622, 23396, 1509, 22999, 5864, 150209, 382, 774, 10810, 5516, 2778, 55361, 56899, 8650, 30968, 2805, 1268, 5144, 377, 116987, 6154, 471, 10396, 8745, 966, 4978, 9590, 3043, 9659, 6900, 7167, 85440, 55754, 57537, 8774"
spectral,79,3,1,110,0.0652168221732012,0.0108694703622002,525
spectral,41,1,1,100,0.0793126239259752,0.0132187706543292,84461
spectral,35,81,41,101,0.101674176504739,0.0169456960841232,"9135, 23368, 60491, 4591, 5932, 5300, 84445, 5571, 140710, 375056, 5565, 3507, 115948, 8664, 5563, 200081, 79959, 23254, 2800, 57326, 55698, 6687, 8030, 115817, 11178, 55346, 84823, 145773, 2239, 197322, 154043, 64168, 57530, 221424, 7750, 9612, 9632, 9455, 8785, 64599, 5313"
spectral,47,5,1,110,0.108335977110549,0.0180559961850916,5858
spectral,78,38,29,111,0.159927746101242,0.026654624350207,"1785, 3612, 5305, 6262, 3983, 1996, 7415, 22872, 1982, 25932, 373156, 3418, 5837, 2631, 6252, 5834, 51382, 5836, 25796, 10953, 523, 5707, 2767, 23071, 23576, 57026, 231, 526, 9209"
spectral,18,224,2,1,0.177751635662942,0.0296252726104903,"91833, 5243"
spectral,49,50,26,101,0.213718979002537,0.0356198298337561,"22883, 23327, 9696, 2901, 7337, 23376, 7321, 7322, 22954, 57169, 6218, 196403, 5153, 27072, 1013, 2039, 84959, 29978, 51065, 90678, 55236, 81846, 713, 23046, 84502, 9196"
spectral,3,51,37,111,0.259792996909551,0.0432988328182585,"2561, 1495, 708, 23513, 7336, 3728, 51168, 5582, 1499, 476, 5037, 5594, 5595, 5213, 5578, 3033, 5211, 10999, 1397, 2562, 3685, 8567, 481, 25824, 501, 114786, 2554, 2566, 2555, 491, 80727, 7343, 56181, 29919, 8671, 9922, 57447"
wt,192,1,1,11,0.0059484467944488,0.0009914077990748,216
wt,230,1,1,1,0.0079312623925971,0.0013218770654328,4069
wt,4,41,34,111,0.0085708689028593,0.0014284781504765,"226, 4714, 4641, 6708, 6709, 5066, 22999, 23077, 51466, 5910, 773, 6160, 6342, 347733, 7102, 3295, 338, 221184, 5962, 286, 6710, 5912, 8448, 148252, 131034, 57826, 230, 6139, 10497, 5306, 111, 5236, 8997, 8904"
wt,76,17,16,111,0.0124948833007312,0.0020824805501218,"65263, 5684, 5682, 5683, 5685, 5687, 5690, 5689, 5691, 5693, 5694, 5695, 5688, 5692, 152789, 8396"
wt,69,12,12,111,0.0130778184422302,0.0021796364070383,"1731, 23157, 5413, 23176, 10801, 346288, 55752, 989, 151011, 55964, 4735, 5414"
wt,309,1,1,110,0.0218109715796437,0.0036351619299406,5042
wt,316,1,1,110,0.0218109715796437,0.0036351619299406,5858
wt,422,1,1,110,0.0218109715796437,0.0036351619299406,966
wt,531,1,1,110,0.0218109715796437,0.0036351619299406,525
wt,19,61,47,111,0.0221833455282717,0.0036972242547119,"8773, 6804, 10228, 10490, 10313, 6857, 8675, 55177, 5354, 22908, 6844, 10439, 10423, 112755, 23673, 116841, 10100, 6843, 23786, 63908, 7187, 56947, 493856, 57709, 53826, 10424, 59353, 286205, 1727, 2912, 51286, 9341, 2824, 10493, 9554, 9342, 975, 11343, 80777, 8417, 8775, 9515, 50804, 9524, 94097, 91663, 9685"
wt,78,4,1,1,0.0316778760888221,0.0052796460148036,91833
wt,73,8,1,11,0.0474775271795069,0.0079129211965844,30
wt,160,1,1,100,0.0793126239259752,0.0132187706543292,4783
wt,191,1,1,100,0.0793126239259752,0.0132187706543292,84864
wt,366,1,1,100,0.0793126239259752,0.0132187706543292,53981
wt,393,1,1,100,0.0793126239259752,0.0132187706543292,27175
wt,440,1,1,100,0.0793126239259752,0.0132187706543292,56138
wt,501,1,1,100,0.0793126239259752,0.0132187706543292,780776
wt,573,1,1,100,0.0793126239259752,0.0132187706543292,84461
wt,1,41,31,111,0.120337619679685,0.0271994953475633,"2108, 1345, 9131, 51079, 10452, 7385, 2744, 10294, 55466, 1327, 25813, 10651, 513, 1329, 4976, 1678, 10632, 4697, 4728, 8604, 1340, 4702, 514, 83858, 26517, 94081, 7386, 9377, 84303, 55848, 9868"
wt,1,41,1,11,0.120337619679685,0.0401125398932284,1345
wt,28,6,1,110,0.129788576995282,0.0216314294992137,1821
wt,98,2,1,100,0.157602704931914,0.0262671174886524,6949
wt,129,2,1,100,0.157602704931914,0.0262671174886524,375567
wt,133,2,1,100,0.157602704931914,0.0262671174886524,2710
wt,39,6,5,101,0.207581925233053,0.0345969875388422,"55506, 8341, 81846, 8898, 9555"
wt,114,6,5,101,0.207581925233053,0.0345969875388422,"29, 64219, 54867, 9455, 80347"
wt,33,13,1,110,0.277979612987928,0.0463299354979879,55917
wt,52,17,14,111,0.279643135822091,0.0466071893036819,"22948, 59, 10575, 5519, 7283, 10694, 10576, 47, 51400, 5520, 10693, 6950, 908, 9498"
wt,29,6,6,111,0.281234240317627,0.0468723733862712,"10093, 10092, 10097, 10109, 57180, 81873"
wt,36,6,6,111,0.281234240317627,0.0468723733862712,"2788, 2785, 2784, 2786, 55970, 59345"
