"alg","cl","FL","N","Fn","Cn","Mu","OR","CIl","CIu","Fe","Fc","pval","padj","palt","paltadj","overlapGenes"
"louvain",1,"FALSE",3026,2894,166,162,0.64054301734143,-0.367193173131084,1.64827920781394,1.02041614974063,17.7896646828277,0.138892381356132,0.277784762712265,0.93930555625185,0.93930555625185,"273, 6455, 1759, 1785, 2060, 58513, 29993, 6456, 10133, 23163, 30011, 10043, 10015, 2495, 50618, 1600, 6457, 3646, 26994, 5868, 7251, 9135, 164, 29924, 161, 1213, 1400, 3064, 1174, 163, 6453, 133957, 146691, 9644, 51429, 6311, 5217, 170961, 56992, 81631, 3092, 7314, 25978, 4646, 10570, 10994, 3857, 5478, 79735, 26060, 55198, 2580, 7461, 7415, 5530, 287, 6396, 7321, 2224, 27034, 51386, 57169, 55823, 57030, 26230, 22872, 114793, 25930, 4509, 25822, 162, 25932, 5532, 5534, 11253, 1211, 440193, 8301, 178, 23111, 83737, 128866, 91010, 27072, 26286, 153090, 57731, 64601, 57617, 23339, 23380, 65059, 288, 23201, 22931, 51571, 8522, 191, 64744, 27183, 27243, 55040, 54472, 84557, 5533, 7311, 64168, 25796, 60682, 126298, 9026, 2235, 25977, 1175, 51520, 55907, 326624, 3268, 3706, 51028, 85365, 23061, 5878, 2900, 80142, 1212, 6233, 23074, 23355, 2767, 221092, 23071, 23576, 57026, 521, 231, 54915, 57619, 8867, 8078, 8887, 9069, 9495, 9901, 8663, 48, 487, 83992, 8799, 84457, 65082, 51493, 9373, 3635, 79643, 5313, 9267, 154810, 9927, 201475, 54954, 9380"
"louvain",1,"TRUE",3026,132,166,4,-0.64054301734143,-1.64827920781394,0.367193173131084,0.552391383716685,0.439250979822906,0.93930555625185,0.93930555625185,0.138892381356132,0.277784762712265,"1996, 129285, 22905, 27132"
"louvain",2,"FALSE",3026,2894,168,161,0.0506527673033829,-0.727035669282075,0.828341203888841,1.00204445980189,17.2614087301587,0.547606743035625,0.60751804009661,0.60751804009661,0.60751804009661,"26052, 3303, 4291, 27101, 2783, 824, 22883, 6449, 3306, 10287, 6774, 2773, 9696, 5708, 7917, 10382, 3312, 10273, 2771, 192111, 60626, 10072, 826, 5955, 4733, 2901, 2788, 6767, 23761, 54505, 11345, 10681, 6002, 5704, 140735, 3853, 5631, 5700, 5701, 6717, 7337, 10049, 9748, 10963, 3337, 11171, 10726, 5710, 5204, 2870, 310, 23191, 55739, 2776, 10055, 10131, 10636, 26575, 2770, 6203, 10456, 55753, 51440, 5153, 7267, 1181, 9532, 714, 10767, 2778, 108, 23001, 25814, 3308, 10961, 8079, 51495, 5709, 10294, 80755, 5634, 2781, 3300, 2774, 1384, 2782, 7280, 7260, 4128, 5875, 4129, 55466, 7266, 55226, 2193, 10391, 2785, 57532, 55748, 22824, 1013, 57326, 3615, 29978, 388336, 23349, 23066, 114134, 5636, 480, 114900, 361, 7283, 7514, 2775, 3304, 440, 6187, 1268, 22849, 90678, 111, 1901, 2784, 2786, 7335, 54539, 54331, 8266, 81027, 1176, 10239, 27175, 8787, 713, 9043, 79948, 93145, 5662, 8601, 6000, 85300, 5905, 55970, 9829, 53918, 9531, 59345, 1762, 124997, 85397, 118427, 9908, 51144, 83988, 84502, 460, 80232, 6620, 22821, 10840"
"louvain",2,"TRUE",3026,132,168,7,-0.0506527673033828,-0.828341203888841,0.727035669282075,0.955176767676768,0.750496031746032,0.60751804009661,0.60751804009661,0.547606743035625,0.60751804009661,"3831, 3313, 2107, 9628, 9529, 8943, 23046"
"louvain",3,"FALSE",3026,2894,363,348,0.0640474343526685,-0.485032534167319,0.613127402872655,1.00240451889632,7.99162170161419,0.476134371331913,0.632088394817063,0.632088394817063,0.632088394817063,"673, 8844, 351, 3146, 3320, 1615, 2058, 7249, 53616, 7534, 2561, 7529, 7532, 10971, 7533, 3984, 1072, 5894, 1613, 1495, 5058, 4645, 1956, 815, 708, 529, 348, 8404, 5869, 4216, 10598, 4915, 4217, 2810, 10987, 1612, 369, 22800, 5315, 23327, 3315, 5305, 408, 9588, 5321, 91404, 9821, 5170, 1471, 226, 8476, 10627, 88, 5515, 2950, 25873, 3921, 3728, 3039, 10724, 10398, 4714, 8878, 6853, 642, 23162, 5601, 23039, 6142, 4141, 5127, 4734, 23265, 1995, 445, 84864, 87, 6531, 57554, 1386, 2697, 2915, 5582, 23072, 26355, 5527, 1499, 81565, 1020, 476, 8536, 4641, 5605, 5037, 4134, 1509, 5590, 5218, 4155, 2596, 7248, 8661, 5580, 5066, 7001, 5594, 5588, 22999, 2639, 801, 808, 8454, 2242, 5599, 9040, 817, 5864, 6812, 2931, 2, 2271, 1645, 5290, 23542, 6201, 55611, 6218, 6224, 23321, 6009, 5581, 10910, 2288, 6772, 4082, 126003, 11140, 54536, 22983, 5591, 23345, 9578, 5602, 4627, 3326, 3097, 23108, 11346, 774, 773, 23504, 375790, 3339, 7407, 347733, 7102, 10728, 90423, 128, 156, 2730, 10810, 1452, 1845, 2617, 427, 5578, 5609, 6156, 10383, 11221, 57118, 373156, 27339, 11224, 6135, 25777, 6232, 7295, 4659, 3014, 11033, 23224, 3925, 2768, 814, 2027, 117177, 816, 10564, 2560, 2562, 120892, 55421, 55832, 23012, 283455, 1453, 25830, 2281, 10075, 103910, 1974, 286, 27247, 116988, 26012, 2011, 10376, 57521, 23328, 5604, 8567, 1428, 4644, 5536, 10672, 6710, 8650, 30000, 53822, 5912, 284656, 9911, 58473, 23534, 4133, 10612, 22841, 147906, 81, 8453, 11130, 286205, 9255, 5524, 230, 5917, 534, 83473, 203068, 777, 2890, 818, 6157, 10235, 2918, 321, 3785, 253959, 6130, 221061, 25989, 115098, 309, 51065, 161436, 5550, 4916, 6326, 22843, 23154, 399687, 6207, 5144, 6854, 5880, 8408, 7402, 9610, 8451, 57787, 6416, 3786, 2287, 2554, 55236, 5579, 57551, 7345, 2566, 5526, 9978, 6164, 8682, 89910, 644, 5236, 4660, 537, 92609, 5707, 23237, 84630, 116443, 2555, 9211, 10396, 3376, 966, 9550, 9446, 6227, 3043, 7786, 8997, 8455, 80727, 84305, 9545, 762, 5538, 6205, 83442, 6900, 2184, 84433, 79012, 84254, 386617, 1917, 6897, 9352, 339122, 8239, 84617, 55631, 64743, 4139, 9922, 27095, 8473, 81567, 5121, 57528, 55754, 283450, 9371, 718, 57471, 7881, 9196, 90580, 93185, 84446, 9024, 9520, 59283"
"louvain",3,"TRUE",3026,132,363,15,-0.0640474343526686,-0.613127402872656,0.485032534167318,0.947282744803406,0.344466452655784,0.632088394817063,0.632088394817063,0.476134371331912,0.632088394817063,"7531, 1191, 5142, 4140, 6622, 4137, 5595, 7322, 775, 56924, 1983, 488, 192669, 8452, 4900"
"louvain",4,"FALSE",3026,2894,364,352,0.325509816842743,-0.278287793299745,0.929307426985232,1.01114089780296,8.03912570945538,0.178659641069349,0.357319282138698,0.887908691943869,0.887908691943869,"1837, 1821, 22895, 6548, 3688, 3265, 2475, 5898, 322, 57403, 55824, 3936, 7905, 5362, 4684, 1804, 4685, 4099, 4340, 5621, 3897, 334, 375, 2051, 9379, 9369, 4301, 4478, 1173, 3761, 5097, 23705, 5861, 9990, 6558, 9943, 682, 27131, 961, 55845, 2037, 6184, 11316, 1915, 4354, 2804, 4356, 5216, 10397, 55004, 3703, 2286, 4190, 4893, 57143, 1314, 58477, 11031, 9230, 5867, 57003, 6734, 6195, 10328, 1731, 23157, 1315, 140885, 8829, 9253, 7163, 7165, 6093, 59338, 55914, 10640, 5413, 23176, 4067, 2803, 23365, 6708, 6709, 3845, 26056, 25875, 5908, 9475, 10801, 346288, 55752, 10211, 23376, 50488, 6786, 57524, 219771, 51466, 55740, 1267, 150209, 382, 3843, 23580, 5910, 23236, 3895, 54477, 22874, 6711, 3996, 3419, 6155, 1000, 165215, 30844, 55738, 338, 5447, 7430, 10061, 10970, 23637, 51719, 27347, 5818, 1465, 301, 23646, 1455, 118, 22820, 5909, 5297, 989, 23348, 51735, 10979, 55243, 9493, 10768, 2036, 10113, 120, 115, 10938, 5906, 821, 11188, 51062, 26958, 10565, 57488, 54014, 10507, 10818, 3482, 10652, 151011, 6252, 55964, 8573, 4355, 284069, 116442, 4735, 5860, 4144, 421, 2686, 53916, 143098, 5414, 145567, 23657, 23052, 54769, 57826, 4012, 55327, 255057, 51706, 144402, 64130, 55075, 57460, 10056, 5333, 10493, 57553, 11069, 9448, 6647, 55847, 402, 5923, 5073, 9368, 56288, 51393, 6507, 23197, 6861, 160, 54893, 6305, 114882, 55379, 10952, 5064, 112, 6152, 253559, 51097, 201595, 2319, 23187, 6768, 6624, 1769, 23041, 23416, 4430, 6143, 132001, 2181, 6566, 6520, 10752, 6712, 5364, 400, 377, 8502, 80223, 10067, 4756, 6196, 22930, 7109, 1456, 9522, 51552, 10159, 57648, 8495, 54566, 22998, 116987, 23167, 490, 54867, 65108, 23143, 119, 23603, 5872, 5361, 23209, 255252, 27020, 26000, 10160, 29091, 219287, 139065, 29801, 57216, 57620, 57482, 114787, 57609, 11217, 11152, 51234, 65992, 80279, 23344, 23382, 6745, 2182, 26090, 4763, 285172, 22979, 23007, 26050, 26608, 56926, 10554, 26953, 471, 5593, 56776, 23336, 8754, 57498, 51196, 8402, 4694, 6515, 81618, 9694, 5711, 5911, 64121, 9789, 85440, 7064, 8036, 8825, 80856, 372, 7447, 5874, 57130, 6102, 55607, 83660, 9497, 8776, 493, 55176, 54499, 9066, 729993, 92255, 84162, 8140, 7879, 9445, 889, 9276, 8774, 83696, 9462, 57446, 6509, 5099, 57465, 57614, 55691, 8613, 79143, 57512, 80303, 83939, 6836, 9537, 84293, 56255, 56907"
"louvain",4,"TRUE",3026,132,364,12,-0.325509816842743,-0.929307426985232,0.278287793299745,0.755744255744256,0.274061103731433,0.887908691943869,0.887908691943869,0.178659641069349,0.357319282138698,"2923, 29763, 392, 10381, 1500, 51678, 403, 25921, 4978, 7812, 9779, 92521"
"louvain",5,"TRUE",3026,132,292,18,0.411974799868742,-0.100477310415182,0.924426910152665,1.41313823163138,0.638815912929255,0.0801367370598642,0.160273474119728,0.953235272791581,0.953235272791581,"41, 57670, 1838, 5685, 22978, 257194, 10645, 10529, 26051, 6687, 5119, 57795, 80212, 783, 2913, 23196, 1958, 381"
"louvain",5,"FALSE",3026,2894,292,274,-0.411974799868742,-0.924426910152665,0.100477310415182,0.98115610000852,9.72419778570088,0.953235272791581,0.953235272791581,0.0801367370598642,0.160273474119728,"1756, 1487, 2274, 3798, 3799, 5310, 1674, 5573, 10484, 3251, 65263, 6747, 7916, 5859, 5684, 6499, 5493, 7431, 9146, 667, 4747, 9463, 9693, 2801, 81876, 22938, 1080, 23647, 3848, 6262, 10142, 5575, 5881, 5682, 5683, 5687, 5690, 5689, 5691, 5693, 5694, 5695, 2932, 10606, 5717, 7276, 6133, 1523, 57658, 3991, 55968, 11021, 11170, 29062, 386618, 8907, 3983, 60491, 3183, 4591, 57144, 26003, 149371, 2670, 6271, 56243, 57596, 6990, 5932, 5300, 9513, 4830, 51160, 8615, 5566, 26278, 54550, 55770, 7143, 23396, 4716, 5688, 10021, 5692, 8851, 23281, 84445, 58497, 5571, 23384, 282974, 140710, 23387, 1832, 129807, 26999, 375056, 6293, 5585, 3417, 1641, 25959, 1488, 5562, 5567, 7247, 2898, 5565, 6648, 11151, 56904, 4045, 50863, 23205, 1622, 127281, 3507, 53358, 5630, 154796, 6386, 1656, 1846, 3927, 23527, 5317, 152789, 54828, 115948, 3281, 8664, 5563, 3856, 7525, 3860, 6050, 5702, 358, 3849, 200081, 3382, 5129, 2039, 79959, 148281, 338785, 23254, 51382, 9454, 133746, 1794, 2800, 23503, 55698, 51760, 4282, 271, 9852, 9832, 547, 57132, 8030, 115817, 11178, 55346, 5814, 3868, 8618, 23294, 4741, 784, 8658, 8087, 2239, 51534, 3852, 401647, 3241, 93974, 375567, 3861, 79711, 60484, 51101, 1159, 3208, 22885, 548596, 154043, 144100, 1665, 23177, 9605, 221424, 25852, 57019, 4336, 6231, 26515, 55364, 26027, 782, 9798, 5654, 55275, 5686, 132299, 2899, 8243, 10763, 6139, 4713, 477, 51555, 55619, 65268, 65078, 2897, 10587, 4744, 85456, 549, 10499, 8396, 823, 176, 6683, 10953, 3746, 257160, 523, 7750, 64753, 8443, 4642, 9612, 526, 23500, 830, 9853, 9632, 9898, 7381, 8895, 9362, 7511, 874, 22911, 8508, 57662, 9265, 84894, 51412, 80150, 738, 84932, 4619, 80017, 388695, 26011, 9775, 9296, 9861, 284439, 64599, 54994, 54873, 55610, 9585, 201625, 60684, 440073, 3858, 402665"
