,alg,cluster,Ontology1,FL1,Ontology2,FL2,OverlappedGenes,NoOverlappedGenes
280,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0050884,{' 6323'},1
281,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0060627,{' 5337'},1
282,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0019430,{' 4846'},1
283,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0007155,"{' 8828', ' 3897', ' 7057', ' 7301', ' 214', ' 7087', ' 10319', ' 2335'}",8
284,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0043087,"{' 5364', ' 57679', ' 5361'}",3
285,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0006909,"{' 7087', ' 7301'}",2
286,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0032868,"{' 6272', ' 8473'}",2
287,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0050772,"{' 5364', ' 5361'}",2
288,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0007219,"{'5663', ' 23385', ' 351'}",3
289,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0032092,"{'5663', ' 4035', ' 351'}",3
290,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0006509,"{'5663', ' 23385'}",2
291,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0001568,"{'5663', ' 1277'}",2
292,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0001756,"{'5663', ' 5362'}",2
293,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0043085,"{'5663', ' 23385'}",2
294,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0050673,"{'5663', ' 23385'}",2
295,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:1990535,"{'5663', ' 351'}",2
296,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0042311,{' 4846'},1
297,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0043537,{' 7057'},1
298,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0033554,{' 389840'},1
299,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0033344,{' 335'},1
300,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0030512,"{' 8473', ' 9110'}",2
301,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0001934,"{'5663', ' 351', ' 81532', ' 4916', ' 718'}",5
302,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0050820,{'5663'},1
303,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:1904797,{'5663'},1
304,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0007186,"{' 335', ' 5332', ' 6272', ' 718', ' 334'}",5
305,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0007005,"{' 30968', ' 9361', ' 4846'}",3
306,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0098693,"{'5663', ' 5337'}",2
307,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0051963,{' 7087'},1
308,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0050730,{' 9361'},1
309,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0042327,{' 7057'},1
310,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0032438,{' 8546'},1
311,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0007611,"{'5663', ' 23385', ' 351'}",3
312,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0006979,"{'5663', ' 351', ' 57679', ' 7001'}",4
313,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0010595,"{' 8828', ' 7057'}",2
314,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0031175,"{' 3897', ' 348', ' 2674', ' 80303'}",4
315,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0051290,{' 10056'},1
316,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0010596,{' 7057'},1
317,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0030199,{' 1277'},1
318,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0051897,"{' 5364', ' 4916', ' 7057'}",3
319,sgG1,30,Trubetskoy2022broadcoding,False,GOBPID,GO:0032760,"{'5663', ' 351', ' 7057'}",3
320,sgG2,5,Trubetskoy2022broadcoding,True,GOBPID,GO:0051972,{'23293'},1
321,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0000122,"{' 4208', ' 5970', ' 1958'}",3
322,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0045944,"{' 4208', ' 5970', ' 1958'}",3
323,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0034142,{' 5970'},1
324,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0032922,"{'8204', ' 1958'}",2
325,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0006338,{' 51780'},1
326,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0045475,{' 1958'},1
327,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0007249,{' 5970'},1
328,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0038061,{' 5970'},1
329,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0045892,{' 5970'},1
330,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0070498,{' 1958'},1
331,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0032731,{' 1958'},1
332,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0006357,"{' 51780', ' 1958'}",2
333,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0006355,"{' 4208', ' 5970'}",2
334,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0033209,{' 5970'},1
335,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0045893,"{' 4208', ' 5970', ' 1958'}",3
336,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0051092,{' 5970'},1
337,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0001666,{' 1958'},1
338,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0002931,"{' 4208', ' 1958'}",2
339,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0043123,{' 5970'},1
340,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0071356,{' 5970'},1
341,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0043200,{' 5970'},1
342,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:1902895,{' 1958'},1
343,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0030220,{' 4208'},1
344,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0032722,{' 1958'},1
345,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0071392,{'8204'},1
346,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0006954,{' 5970'},1
347,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0043523,{' 1958'},1
348,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0007519,{' 4208'},1
349,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0045087,{' 5970'},1
350,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0008284,{' 5970'},1
351,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0001543,{'8204'},1
352,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:1901224,{' 5970'},1
353,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0009887,{' 5970'},1
354,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0032868,{' 1958'},1
355,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0007611,{' 4208'},1
356,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0006915,{' 4208'},1
357,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0071222,{' 4208'},1
358,sgG5,116,Trubetskoy2022broadcoding,True,GOBPID,GO:0019915,{'8204'},1
359,sgG5,112,Trubetskoy2022broadcoding,True,GOBPID,GO:0007155,{' 4978'},1
360,sgG5,112,Trubetskoy2022broadcoding,True,GOBPID,GO:0008038,{' 4978'},1
361,spectral,13,Trubetskoy2022broadcoding,True,GOBPID,GO:0007088,{'23113'},1
362,wt,52,Trubetskoy2022broadcoding,True,GOBPID,GO:0042461,{'403'},1
363,wt,52,Trubetskoy2022broadcoding,True,GOBPID,GO:0006892,{'403'},1
364,wt,15,Trubetskoy2022broadcoding,True,GOBPID,GO:0043113,{' 23513'},1
365,wt,15,Trubetskoy2022broadcoding,True,GOBPID,GO:0009790,{' 23513'},1
366,wt,15,Trubetskoy2022broadcoding,True,GOBPID,GO:0098609,{' 23513'},1
367,wt,15,Trubetskoy2022broadcoding,True,GOBPID,GO:0045197,{' 23513'},1
368,wt,15,Trubetskoy2022broadcoding,True,GOBPID,GO:0016080,{' 23513'},1
369,wt,15,Trubetskoy2022broadcoding,True,GOBPID,GO:0048488,{' 23513'},1
370,wt,15,Trubetskoy2022broadcoding,True,GOBPID,GO:0090630,{' 23513'},1
