alg,clNo,clustsize,no.Trubetskoy Broad,Enrichment,Broad pval,Broad padj,no. Trubetskoy Priortised,Prior pval,Prior padj,Molecular Function,Molecular padj,Biological Function,Biological padj,SynGO,SynGO padj,Diseases,Diseases padj
fc,9.0,35.0,0,Positive,0,0,2.0,0.0430638533650645,0.086127706730129,"['glycogen phosphorylase activity', 'linear malto-oligosaccharide phosphorylase activity', 'SHG alpha-glucan phosphorylase activity']","[0.0002909260163989, 0.0002909260163989, 0.0002909260163989]",[],[],"['synaptic vesicle proton loading (GO:0097401)', 'extrinsic component of synaptic vesicle membrane (GO:0098850)']","[0.0349967344816559, 0.0496497090234339]",[],[]
