alg,clNo,clustsize,no.Trubetskoy Broad,no. Trubetskoy Priortised,Molecular Function,Biological Function,Diseases,False Trub Enrichment
spectral,5,82,0,4,"['glutamate-gated calcium ion channel activity', 'NMDA glutamate receptor activity', 'neurexin family protein binding', 'glutamate binding', 'signaling receptor activity', 'PDZ domain binding', 'scaffold protein binding', 'guanylate kinase activity', 'transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential', 'delayed rectifier potassium channel activity', 'glutamate-gated receptor activity', 'beta-1 adrenergic receptor binding', 'obsolete neurotransmitter binding', 'latrotoxin receptor activity']","['positive_regulation_of_excitatory_postsy...', 'positive_regulation_of_synaptic_transmis...', 'cation_transmembrane_transport', 'embryo_development', 'regulation_of_cation_transmembrane_trans...', 'calcium_ion_transmembrane_import_into_cy...', 'excitatory_chemical_synaptic_transmissio...', 'chemical_synaptic_transmission', 'social_behavior', 'receptor_localization_to_synapse', 'positive_regulation_of_synapse_assembly', 'postsynaptic_membrane_assembly', 'presynaptic_membrane_assembly', 'ionotropic_glutamate_receptor_signaling_...', 'neuron_cell-cell_adhesion', 'brain_development', 'receptor_clustering', 'neurotransmitter_receptor_localization_t...', 'vocalization_behavior', 'calcium-mediated_signaling', 'regulation_of_synaptic_plasticity', 'presynapse_assembly', 'synapse_assembly', 'establishment_or_maintenance_of_epitheli...', 'regulation_of_neuronal_synaptic_plastici...', 'GMP_metabolic_process', 'GDP_metabolic_process', 'righting_reflex', 'positive_regulation_of_long-term_synapti...', 'excitatory_postsynaptic_potential', 'potassium_ion_transmembrane_transport', 'neuromuscular_process_controlling_balanc...', 'cell_surface_receptor_signaling_pathway', 'G_protein-coupled_receptor_signaling_pat...', 'protein_localization_to_synapse', 'visual_learning', 'glutamate_receptor_signaling_pathway', 'startle_response', 'synapse_maturation', 'postsynaptic_density_protein_95_clusteri...', 'negative_regulation_of_excitatory_postsy...', 'cell-cell_adhesion', 'cellular_response_to_potassium_ion', 'membrane_repolarization_during_action_po...', 'directional_locomotion', 'protein_localization_to_postsynaptic_mem...', 'protein_heterotetramerization', 'regulation_of_respiratory_gaseous_exchan...', 'rhythmic_synaptic_transmission', 'regulation_of_presynaptic_membrane_poten...', 'adult_behavior', 'positive_regulation_of_protein_tyrosine_...']","['intellectual_disability', 'schizophrenia', 'autistic_disorder', 'autism_spectrum_disorder']",False
