,alg,cl,FL,N,Fn,Cn,Mu,OR,CIl,CIu,Fe,Fc,pval,padj,palt,paltadj,overlapGenes
112,wt,112,TRUE,3026,132,3,2,3.795662035080498,1.3887389652360258,6.202585104924971,15.282828282828282,672.4444444444443,0.005504826377265238,0.005504826377265238,0.9999187894429137,0.9999187894429137,"1983, 4900"
114,wt,114,TRUE,3026,132,6,1,1.4840304648309832,-0.6701689048447865,3.638229834506753,3.8207070707070705,84.05555555555554,0.23496852489677333,0.23496852489677333,0.974759729960186,0.974759729960186,64219
125,wt,125,TRUE,3026,132,2,1,3.0948519817749838,0.3174695655855131,5.872234397964455,11.462121212121213,756.5,0.08535480382142657,0.08535480382142657,0.9981109175028541,0.9981109175028541,403
137,wt,137,TRUE,3026,132,2,1,3.0948519817749838,0.3174695655855131,5.872234397964455,11.462121212121213,756.5,0.08535480382142657,0.08535480382142657,0.9981109175028541,0.9981109175028541,22891
147,wt,147,TRUE,3026,132,3,1,2.4013590795175586,-0.0055172249318236055,4.808235383966941,7.641414141414141,336.2222222222222,0.12527979254350707,0.12527979254350707,0.9944951736227348,0.9944951736227348,23113
157,wt,157,TRUE,3026,132,2,1,3.0948519817749838,0.3174695655855131,5.872234397964455,11.462121212121213,756.5,0.08535480382142657,0.08535480382142657,0.9981109175028541,0.9981109175028541,11141
158,wt,158,TRUE,3026,132,2,1,3.0948519817749838,0.3174695655855131,5.872234397964455,11.462121212121213,756.5,0.08535480382142657,0.08535480382142657,0.9981109175028541,0.9981109175028541,51308
171,wt,171,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,5142
217,wt,217,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,257194
221,wt,221,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,2823
234,wt,234,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,348980
251,wt,251,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,57795
263,wt,263,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,27132
270,wt,270,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,63826
428,wt,428,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,7812
440,wt,440,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,56138
452,wt,452,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,8120
479,wt,479,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,8943
494,wt,494,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,9344
504,wt,504,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,9556
530,wt,530,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,9651
532,wt,532,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,64478
544,wt,544,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,6847
575,wt,575,TRUE,3026,132,1,1,Infinity,NaN,Infinity,22.924242424242426,3026.0,0.043621943159286136,0.043621943159286136,1.0,1.0,51441
